Borough,Neighborhood,Building Class Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6367.0,42.0,,S1,1730 86TH STREET,,11214.0,1.0,1.0,2.0,1342.0,1920.0,1926.0,1.0,S1,1630000.0,2019-02-08 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6367.0,43.0,,S1,1732 86TH STREET,,11214.0,1.0,1.0,2.0,1342.0,1920.0,1926.0,1.0,S1,1630000.0,2019-02-08 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6377.0,32.0,,A9,23 BAY 26TH STREET,,11214.0,1.0,0.0,1.0,3867.0,2288.0,1899.0,1.0,A9,1200000.0,2019-09-20 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6397.0,63.0,,A2,132 BAY 13 STREET,,11214.0,1.0,0.0,1.0,2708.0,730.0,1910.0,1.0,A2,1150000.0,2019-03-28 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6401.0,10.0,,S1,1725 BATH AVENUE,,11214.0,1.0,1.0,2.0,1160.0,2320.0,1920.0,1.0,S1,980000.0,2019-02-21 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6425.0,15.0,,B1,231 BAY 7TH STREET,,11228.0,2.0,0.0,2.0,2191.0,1708.0,1935.0,1.0,A5,990000.0,2019-10-10 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6427.0,21.0,,A1,8805 15TH AVENUE,,11228.0,1.0,0.0,1.0,4559.0,1440.0,1920.0,1.0,A1,999000.0,2019-05-28 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6460.0,66.0,,A9,300 BAY 10TH STREET,,11228.0,1.0,0.0,1.0,1933.0,1152.0,1920.0,1.0,A9,850000.0,2019-10-29 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6460.0,67.0,,A9,302 BAY 10TH STREET,,11228.0,1.0,0.0,1.0,1933.0,1152.0,1920.0,1.0,A9,768000.0,2019-06-17 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6460.0,212.0,,A5,8866 16TH AVENUE,,11214.0,1.0,0.0,1.0,1696.0,992.0,1950.0,1.0,A5,765000.0,2019-09-05 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6461.0,76.0,,A5,317 BAY 14TH STREET,,11214.0,1.0,0.0,1.0,1511.0,992.0,1950.0,1.0,A5,770000.0,2019-05-22 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6461.0,94.0,,A5,275 BAY 14TH STREET,,11214.0,1.0,0.0,1.0,1795.0,1152.0,1930.0,1.0,A5,830000.0,2019-07-19 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6461.0,256.0,,A5,298 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,1649.0,928.0,1945.0,1.0,A5,717866.0,2019-11-14 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6461.0,283.0,,A5,279 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,1649.0,928.0,1940.0,1.0,A5,680000.0,2019-02-14 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6461.0,293.0,,A5,8881 16TH AVENUE,,11214.0,1.0,0.0,1.0,2127.0,1188.0,1940.0,1.0,A5,858000.0,2019-12-16 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6461.0,302.0,,A5,319 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,1619.0,928.0,1940.0,1.0,A5,680000.0,2019-08-29 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6461.0,308.0,,A5,331 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,2074.0,1240.0,1940.0,1.0,A5,550000.0,2019-11-06 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6461.0,335.0,,A5,1141 SHORE PARKWAY,,11214.0,1.0,0.0,1.0,1878.0,986.0,1945.0,1.0,A5,832000.0,2019-06-11 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6461.0,338.0,,A5,1127 SHORE PARKWAY,,11214.0,1.0,0.0,1.0,1775.0,1188.0,1940.0,1.0,A5,890000.0,2019-12-20 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6464.0,161.0,,A5,8878 19TH AVENUE,,11214.0,1.0,0.0,1.0,1547.0,1320.0,1940.0,1.0,A5,10.0,2019-11-05 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6466.0,81.0,,A5,240 BAY 23RD STREET,,11214.0,1.0,0.0,1.0,1780.0,1320.0,1945.0,1.0,A5,730000.0,2019-08-20 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6466.0,91.0,,A5,243 BAY 23RD STREET,,11214.0,1.0,0.0,1.0,6367.0,1320.0,1945.0,1.0,A5,850000.0,2019-02-12 00:00:00
3.0,bath beach,01 ONE FAMILY DWELLINGS,1,6466.0,91.0,,A5,243 BAY 23 STREET,,11214.0,1.0,0.0,1.0,6367.0,1320.0,1945.0,1.0,A5,995000.0,2019-11-05 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6357.0,14.0,,B1,8645 14TH AVENUE,,11228.0,2.0,0.0,2.0,2320.0,2160.0,1930.0,1.0,B1,637500.0,2019-03-27 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6360.0,7.0,,B2,1507 BENSON AVENUE,,11228.0,2.0,0.0,2.0,2142.0,2040.0,1930.0,1.0,B2,1200000.0,2019-06-05 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6361.0,4.0,,B1,1539 BENSON AVENUE,,11228.0,2.0,0.0,2.0,2500.0,2090.0,1930.0,1.0,B1,1280000.0,2019-11-20 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6364.0,29.0,,B1,29 BAY 13TH,,11214.0,2.0,0.0,2.0,2167.0,2922.0,1960.0,1.0,B1,1380000.0,2019-01-28 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6364.0,31.0,,B1,25 BAY 13TH STREET,,11214.0,2.0,0.0,2.0,3250.0,3206.0,1960.0,1.0,B1,1738000.0,2019-06-28 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6366.0,17.0,,B3,8657 17TH AVENUE,,11214.0,2.0,0.0,2.0,1869.0,1748.0,1920.0,1.0,B3,990000.0,2019-11-21 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6370.0,13.0,,B2,97 BAY 19TH STREET,,11214.0,2.0,0.0,2.0,1247.0,1440.0,1925.0,1.0,B2,700000.0,2019-01-08 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6371.0,70.0,,B3,8646 19TH AVENUE,,11214.0,2.0,0.0,2.0,2417.0,3380.0,1930.0,1.0,B3,1060000.0,2019-09-10 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6372.0,7.0,,S2,8705 19TH AVENUE,,11214.0,2.0,1.0,3.0,1540.0,3940.0,1919.0,1.0,S2,1780000.0,2019-12-05 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6374.0,11.0,,B1,95 BAY 23RD STREET,,11214.0,2.0,0.0,2.0,2825.0,2909.0,1960.0,1.0,B1,1420000.0,2019-12-09 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6392.0,56.0,,B1,120 BAY 8TH STREET,,11228.0,2.0,0.0,2.0,2296.0,2160.0,1930.0,1.0,B1,1665000.0,2019-06-12 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6393.0,56.0,,B1,8724 15TH AVENUE,,11228.0,2.0,0.0,2.0,2296.0,2160.0,1940.0,1.0,B1,1320000.0,2019-06-13 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6395.0,32.0,,B3,107 BAY 10TH STREET,,11228.0,2.0,0.0,2.0,1933.0,1496.0,1925.0,1.0,B3,820000.0,2019-07-29 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6396.0,62.0,,B9,8732 16TH AVENUE,,11214.0,2.0,0.0,2.0,1933.0,2160.0,1960.0,1.0,B9,1298000.0,2019-12-18 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6398.0,44.0,,B1,92 BAY 14TH STREET,,11214.0,2.0,0.0,2.0,1767.0,1888.0,1930.0,1.0,B1,200000.0,2019-05-28 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6398.0,133.0,,B1,103 BAY 13TH STREET,,11214.0,2.0,0.0,2.0,2167.0,2953.0,1960.0,1.0,B1,1300000.0,2019-04-18 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6413.0,61.0,,C0,130 BAY 29TH STREET,,11214.0,3.0,0.0,3.0,3384.0,4221.0,2019.0,1.0,B3,1950000.0,2019-06-07 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6424.0,61.0,,B2,210 BAY 7TH STREET,,11228.0,2.0,0.0,2.0,3867.0,2194.0,1930.0,1.0,B2,1710000.0,2019-10-03 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6427.0,62.0,,B9,224 BAY 10TH STREET,,11228.0,2.0,0.0,2.0,3867.0,3192.0,1920.0,1.0,B9,1295000.0,2019-04-11 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6429.0,36.0,,B1,1554 BATH AVENUE,,11228.0,2.0,0.0,2.0,4292.0,1800.0,1930.0,1.0,B1,1200000.0,2019-01-22 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6430.0,15.0,,B9,8821 16TH AVENUE,,11214.0,2.0,0.0,2.0,2120.0,2620.0,1950.0,1.0,B9,950000.0,2019-12-06 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6430.0,15.0,,B9,8821 16TH AVENUE,,11214.0,2.0,0.0,2.0,2120.0,2620.0,1950.0,1.0,B9,870000.0,2019-01-17 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6432.0,8.0,,B1,1659 CROPSEY AVENUE,,11214.0,2.0,0.0,2.0,1916.0,1762.0,1960.0,1.0,B1,950000.0,2019-10-17 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6433.0,43.0,,B3,8786 BAY 16TH ST,,11214.0,2.0,0.0,2.0,2417.0,2164.0,1920.0,1.0,B3,361244.0,2019-11-12 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6441.0,45.0,,S2,8782 20TH AVENUE,,11214.0,2.0,1.0,3.0,2660.0,3118.0,1960.0,1.0,S2,1700000.0,2019-04-23 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6442.0,18.0,,B3,8785 20TH AVENUE,,11214.0,2.0,0.0,2.0,3867.0,2514.0,1920.0,1.0,B3,1250000.0,2019-05-17 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6459.0,23.0,,B9,299 BAY 8TH STREET,,11228.0,2.0,0.0,2.0,1442.0,1640.0,1925.0,1.0,B9,899000.0,2019-06-10 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6460.0,38.0,,B3,8861 15TH AVENUE,,11228.0,2.0,0.0,2.0,3867.0,2220.0,1920.0,1.0,B3,1680000.0,2019-10-03 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6460.0,148.0,,B1,312 BAY 11TH STREET,,11228.0,2.0,0.0,2.0,1885.0,1729.0,1955.0,1.0,B1,1080000.0,2019-08-01 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6460.0,210.0,,B9,8862 16TH AVENUE,,11214.0,2.0,0.0,2.0,1584.0,992.0,1950.0,1.0,B9,755000.0,2019-02-22 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6460.0,309.0,,B3,336 BAY 10TH STREET,,11228.0,2.0,0.0,2.0,1740.0,1876.0,1950.0,1.0,B3,1050000.0,2019-07-18 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6461.0,22.0,,B1,242 BAY 14TH STREET,,11214.0,2.0,0.0,2.0,1746.0,1890.0,1940.0,1.0,B1,983000.0,2019-04-16 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6461.0,31.0,,B1,247 BAY 14TH STREET,,11214.0,2.0,0.0,2.0,1746.0,1890.0,1940.0,1.0,B1,905000.0,2019-05-28 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6461.0,228.0,,B9,8943 16TH AVENUE,,11214.0,2.0,0.0,2.0,2013.0,1240.0,1940.0,1.0,B9,980000.0,2019-10-29 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6461.0,257.0,,B1,300 BAY 13TH STREET,,11214.0,2.0,0.0,2.0,1649.0,928.0,1945.0,1.0,B1,10.0,2019-03-30 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6461.0,323.0,,B3,322 BAY 13TH STREET,,11214.0,2.0,0.0,2.0,2020.0,1240.0,1945.0,1.0,B3,1080000.0,2019-09-06 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6462.0,3.0,,B9,8873 17TH AVENUE,,11214.0,2.0,0.0,2.0,1920.0,2280.0,1960.0,1.0,B9,900000.0,2019-06-12 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6463.0,113.0,,B1,8883 18TH AVENUE,,11214.0,2.0,0.0,2.0,1820.0,1576.0,1950.0,1.0,B1,1250000.0,2019-10-16 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6463.0,114.0,,B1,8881 18TH AVENUE,,11214.0,2.0,0.0,2.0,1820.0,1320.0,1950.0,1.0,B1,870000.0,2019-07-01 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6463.0,131.0,,B1,8841 18TH AVENUE,,11214.0,2.0,0.0,2.0,1700.0,1320.0,1950.0,1.0,B1,1090000.0,2019-10-29 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6464.0,60.0,,B1,302 BAY 20TH STREET,,11214.0,2.0,0.0,2.0,1600.0,1656.0,1940.0,1.0,B1,500000.0,2019-06-12 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6464.0,130.0,,B3,251 BAY20TH STREET,,11214.0,2.0,0.0,2.0,2132.0,1631.0,1945.0,1.0,B3,303897.0,2019-12-23 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6464.0,148.0,,B3,8846 19TH AVENUE,,11214.0,2.0,0.0,2.0,2127.0,1687.0,1940.0,1.0,B3,990000.0,2019-05-13 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6465.0,6.0,,B9,240 BAY 22ND STREET,,11214.0,2.0,0.0,2.0,2127.0,1710.0,1940.0,1.0,B9,998000.0,2019-04-24 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6465.0,20.0,,B9,280 BAY 22ND STREET,,11214.0,2.0,0.0,2.0,1936.0,1652.0,1940.0,1.0,B9,850000.0,2019-11-18 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6465.0,75.0,,B3,8885 19 AVENUE,,11214.0,2.0,0.0,2.0,2127.0,1652.0,1940.0,1.0,B3,825000.0,2019-08-16 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6466.0,63.0,,B9,255 BAY 22ND STREET,,11214.0,2.0,0.0,2.0,2182.0,1673.0,1945.0,1.0,B9,875000.0,2019-01-17 00:00:00
3.0,bath beach,02 TWO FAMILY DWELLINGS,1,6468.0,49.0,,B9,1389 SHORE PARKWAY,,11214.0,2.0,0.0,2.0,2090.0,1993.0,1945.0,1.0,B9,865551.0,2019-02-22 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6357.0,55.0,,C0,50 BAY 7TH STREET,,11228.0,3.0,0.0,3.0,2320.0,2160.0,1930.0,1.0,C0,1380000.0,2019-05-31 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6359.0,64.0,,C0,8666 15TH AVENUE,,11228.0,3.0,0.0,3.0,2320.0,2160.0,1930.0,1.0,C0,1360000.0,2019-07-17 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6365.0,57.0,,C0,8634 17TH AVENUE,,11214.0,3.0,0.0,3.0,4333.0,3538.0,1920.0,1.0,C0,1560000.0,2019-11-07 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6367.0,79.0,,C0,74 BAY 17TH STREET,,11214.0,3.0,0.0,3.0,4833.0,2933.0,1920.0,1.0,C0,1499000.0,2019-12-30 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6371.0,42.0,,C0,15 BAY 20TH STREET,,11214.0,3.0,0.0,3.0,2900.0,2272.0,1988.0,1.0,C0,930000.0,2019-09-23 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6372.0,16.0,,C0,8683 19TH AVENUE,,11214.0,3.0,0.0,3.0,1600.0,3162.0,1920.0,1.0,C0,1370000.0,2019-04-30 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6372.0,80.0,,C0,70 BAY 22ND STREET,,11214.0,3.0,0.0,3.0,4947.0,3248.0,1930.0,1.0,C0,2050000.0,2019-01-03 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6374.0,43.0,,C0,19 BAY 23RD,,11214.0,3.0,0.0,3.0,3867.0,3785.0,1910.0,1.0,C0,1500000.0,2019-09-12 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6395.0,3.0,,C0,1543 BATH AVENUE,,11228.0,3.0,0.0,3.0,2500.0,2400.0,1930.0,1.0,C0,1300000.0,2019-07-09 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6395.0,28.0,,C0,117 BAY 10TH STREET,,11228.0,3.0,0.0,3.0,1933.0,3024.0,1935.0,1.0,C0,1345000.0,2019-08-30 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6400.0,44.0,,C0,8748 BAY 16TH STREET,,11214.0,3.0,0.0,3.0,5317.0,3594.0,1899.0,1.0,C0,1927000.0,2019-07-30 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1B,6406.0,40.0,,V0,148 BAY 22ND STREET,,11214.0,0.0,0.0,0.0,5800.0,0.0,1930.0,1.0,C0,2100000.0,2019-06-17 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6409.0,20.0,,C0,8707 20TH AVENUE,,11214.0,3.0,0.0,3.0,2900.0,2140.0,1990.0,1.0,C0,330000.0,2019-12-11 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6427.0,67.0,,C0,236 BAY 10TH STREET,,11228.0,3.0,0.0,3.0,3700.0,2916.0,1920.0,1.0,C0,1560000.0,2019-03-22 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6430.0,63.0,,C0,220 BAY 13TH STREET,,11214.0,3.0,0.0,3.0,3342.0,4155.0,2018.0,1.0,C0,2024281.0,2019-04-26 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6430.0,65.0,,C0,226 BAY 13TH STREET,,11214.0,3.0,0.0,3.0,0.0,0.0,2018.0,1.0,C0,2136289.0,2019-04-12 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6433.0,1.0,,C0,1721 CROPSEY AVENUE,,11214.0,3.0,0.0,3.0,1775.0,1912.0,1920.0,1.0,C0,990000.0,2019-06-10 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6438.0,49.0,,C0,8796 19TH AVENUE,,11214.0,3.0,0.0,3.0,2600.0,3105.0,1901.0,1.0,C0,1400000.0,2019-10-08 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6438.0,52.0,,C0,8808 19TH AVENUE,,11214.0,3.0,0.0,3.0,2508.0,2831.0,1901.0,1.0,C0,1200000.0,2019-07-31 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6439.0,21.0,,C0,8789 19TH AVENUE,,11214.0,3.0,0.0,3.0,2900.0,3213.0,1910.0,1.0,C0,1660000.0,2019-07-29 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6441.0,38.0,,C0,8768 20TH AVENUE,,11214.0,3.0,0.0,3.0,5278.0,3124.0,1901.0,1.0,C0,2200000.0,2019-10-04 00:00:00
3.0,bath beach,03 THREE FAMILY DWELLINGS,1,6442.0,41.0,,C0,178 BAY 25TH STREET,,11214.0,3.0,0.0,3.0,1933.0,3600.0,1995.0,1.0,C0,10.0,2019-11-30 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6367.0,1010.0,,R3,"8659 BAY 16TH STREET, 3C",3C,11214.0,1.0,0.0,1.0,0.0,0.0,,1.0,R3,640000.0,2019-08-19 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6370.0,1003.0,,R3,"1839 BENSON AVENUE, 3",3,11214.0,1.0,0.0,1.0,0.0,0.0,,1.0,R3,570000.0,2019-01-07 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6371.0,1001.0,,R3,"57 BAY 20TH STREET, 1A",1A,11214.0,1.0,0.0,1.0,0.0,0.0,2012.0,1.0,R3,735000.0,2019-09-25 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6371.0,1206.0,,R3,"8616 19TH AVENUE, 1B",1B,11214.0,1.0,0.0,1.0,0.0,0.0,2014.0,1.0,R3,900000.0,2019-04-19 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6372.0,1004.0,,R3,"78 BAY 22ND STREET, 4",4,11214.0,1.0,0.0,1.0,0.0,0.0,2013.0,1.0,R3,631315.0,2019-09-04 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6373.0,1007.0,,R3,"21 BAY 22 ST, 3",3,11214.0,1.0,0.0,1.0,0.0,0.0,,1.0,R3,699000.0,2019-12-10 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6376.0,1001.0,,R3,"28 BAY 26TH STREET, 101",101,11214.0,1.0,0.0,1.0,0.0,0.0,,1.0,R3,630000.0,2019-03-11 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6400.0,1124.0,,R3,"8732 BAY 16TH STREET, 3D",3D,11214.0,1.0,0.0,1.0,0.0,0.0,2007.0,1.0,R3,700000.0,2019-06-21 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6401.0,1105.0,,R3,"8753 BAY 16TH STREET, 2B",2B,11214.0,1.0,0.0,1.0,0.0,0.0,2012.0,1.0,R3,706000.0,2019-09-05 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6402.0,1313.0,,R3,"8758 18TH AVENUE, 1H",1H,11214.0,1.0,0.0,1.0,0.0,0.0,,1.0,R3,720000.0,2019-11-26 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6402.0,1319.0,,R3,"8760 18TH AVENUE, 21",21,11214.0,1.0,0.0,1.0,0.0,0.0,,1.0,R3,633000.0,2019-03-19 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6413.0,1105.0,,R3,"155 BAY 28TH STREET, 1A",1A,11214.0,1.0,0.0,1.0,0.0,0.0,2014.0,1.0,R3,810000.0,2019-01-03 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,2,6432.0,1001.0,,R2,"8794 17TH AVENUE, 101",101,11214.0,1.0,0.0,1.0,0.0,0.0,2017.0,1.0,R3,549855.0,2019-11-26 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,2,6432.0,1002.0,,R2,"8794 17TH AVENUE, 102",102,11214.0,1.0,0.0,1.0,0.0,0.0,2017.0,1.0,R3,590585.0,2019-12-04 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,2,6432.0,1003.0,,R2,"8794 17TH AVENUE, 103",103,11214.0,1.0,0.0,1.0,0.0,0.0,2017.0,1.0,R3,763688.0,2019-12-18 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,2,6432.0,1004.0,,R2,"8794 17TH AVENUE, 104",104,11214.0,1.0,0.0,1.0,0.0,0.0,2017.0,1.0,R3,763688.0,2019-12-04 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,2,6432.0,1005.0,,R2,"8794 17TH AVENUE, 201",201,11214.0,1.0,0.0,1.0,0.0,0.0,2017.0,1.0,R3,702593.0,2019-12-04 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,2,6432.0,1006.0,,R2,"8794 17TH AVENUE, 202",202,11214.0,1.0,0.0,1.0,0.0,0.0,2017.0,1.0,R3,784053.0,2019-11-26 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,2,6432.0,1007.0,,R2,"8794 17TH AVENUE, 203",203,11214.0,1.0,0.0,1.0,0.0,0.0,2017.0,1.0,R3,784053.0,2019-11-26 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6434.0,1004.0,,R3,"8807 BAY 16TH STREET, 2A",2A,11214.0,1.0,0.0,1.0,0.0,0.0,,1.0,R3,640000.0,2019-10-21 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6437.0,1115.0,,R3,"187 BAY 19TH STREET, B203",B203,11214.0,1.0,0.0,1.0,0.0,0.0,,1.0,R3,782500.0,2019-12-30 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6446.0,1305.0,,R3,"206 BAY 29TH STREET, 3A",3A,11214.0,1.0,0.0,1.0,0.0,0.0,2018.0,1.0,R3,687319.0,2019-03-01 00:00:00
3.0,bath beach,04 TAX CLASS 1 CONDOS,1A,6459.0,1103.0,,R3,"1450 CROPSEY AVENUE, 3A",3A,11228.0,1.0,0.0,1.0,0.0,0.0,2004.0,1.0,R3,715000.0,2019-01-14 00:00:00
3.0,bath beach,05 TAX CLASS 1 VACANT LAND,1B,6424.0,60.0,,V0,206 BAY 7TH STREET,,11228.0,0.0,0.0,0.0,1930.0,0.0,,1.0,V0,1710000.0,2019-10-03 00:00:00
3.0,bath beach,07 RENTALS - WALKUP APARTMENTS,2A,6363.0,17.0,,C2,8659 16TH AVENUE,6,11214.0,6.0,0.0,6.0,2708.0,3600.0,1909.0,2.0,C2,1420000.0,2019-09-26 00:00:00
3.0,bath beach,07 RENTALS - WALKUP APARTMENTS,2A,6363.0,76.0,,C3,78 BAY 13 STREET,4,11214.0,4.0,0.0,4.0,2000.0,3000.0,1909.0,2.0,C3,1360000.0,2019-11-07 00:00:00
3.0,bath beach,07 RENTALS - WALKUP APARTMENTS,2A,6365.0,73.0,,C2,8674 17 AVENUE,6,11214.0,6.0,0.0,6.0,2432.0,5082.0,1926.0,2.0,C2,1450000.0,2019-03-13 00:00:00
3.0,bath beach,07 RENTALS - WALKUP APARTMENTS,2,6380.0,1.0,,C1,8678 BAY PARKWAY,29,11214.0,29.0,0.0,29.0,9667.0,30960.0,1915.0,2.0,C1,7225000.0,2019-09-12 00:00:00
