Borough,Neighborhood,Building Class Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3556.0,41.0,,A5,254 AMBOY STREET,,11212.0,1.0,0.0,1.0,3400.0,1116.0,1986.0,1.0,A5,525000.0,2019-11-26 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3559.0,129.0,,A5,264 CHESTER STREET,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1986.0,1.0,A5,350000.0,2019-04-26 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3566.0,8.0,,A5,837 HOWARD AVENUE,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1985.0,1.0,A5,500000.0,2019-09-13 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3566.0,46.0,,A5,264 GRAFTON STREET,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1985.0,1.0,A5,430000.0,2019-01-11 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3569.0,24.0,,A5,737 SARATOGA AVENUE,,11212.0,1.0,0.0,1.0,2100.0,1292.0,1930.0,1.0,A5,495000.0,2019-09-06 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3569.0,37.0,,A5,2090 STRAUSS STREET,,11212.0,1.0,0.0,1.0,2000.0,1400.0,1930.0,1.0,A5,436527.0,2019-07-25 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3569.0,37.0,,A5,2090 STRAUSS STREET,,11212.0,1.0,0.0,1.0,2000.0,1400.0,1930.0,1.0,A5,480994.0,2019-04-11 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3573.0,33.0,,A5,695 THOMAS S BOYLAND STREET,,11212.0,1.0,0.0,1.0,1800.0,1128.0,1987.0,1.0,A5,403000.0,2019-04-30 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3618.0,20.0,,A5,533 WATKINS STREET,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1986.0,1.0,A5,515000.0,2019-12-03 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3626.0,15.0,,A5,925 ROCKAWAY AVENUE,,11212.0,1.0,0.0,1.0,1800.0,1148.0,1987.0,1.0,A5,448000.0,2019-09-03 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3626.0,103.0,,A5,945 ROCKAWAY AVENUE,,11212.0,1.0,0.0,1.0,1800.0,1148.0,1987.0,1.0,A5,468000.0,2019-06-28 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3626.0,109.0,,A5,933 ROCKAWAY AVENUE,,11212.0,1.0,0.0,1.0,1800.0,1148.0,1987.0,1.0,A5,463500.0,2019-09-12 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3811.0,108.0,,A5,673 MOTHER GASTON BLVD,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1985.0,1.0,A5,220000.0,2019-05-07 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3811.0,111.0,,A5,661 MOTHER GASTON BLVD,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1985.0,1.0,A5,485000.0,2019-06-27 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3811.0,133.0,,A5,402 CHRISTOPHER AVENUE,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1985.0,1.0,A5,474226.0,2019-03-29 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3813.0,114.0,,A5,609 SACKMAN STREET,,11212.0,1.0,0.0,1.0,3975.0,1116.0,1990.0,1.0,A5,356500.0,2019-12-30 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3814.0,11.0,,A5,477 POWELL STREET,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1985.0,1.0,A5,325000.0,2019-09-10 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3829.0,13.0,,A5,644 SACKMAN STREET,,11212.0,1.0,0.0,1.0,1802.0,1116.0,1985.0,1.0,A5,343400.0,2019-10-16 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3830.0,33.0,,A5,510 POWELL STREET,,11212.0,1.0,0.0,1.0,1802.0,1116.0,1986.0,1.0,A5,310000.0,2019-03-28 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3830.0,46.0,,A5,542 POWELL STREET,,11212.0,1.0,0.0,1.0,1802.0,1116.0,1986.0,1.0,A5,515000.0,2019-11-26 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3830.0,46.0,,A5,542 POWELL STREET,,11212.0,1.0,0.0,1.0,1802.0,1116.0,1986.0,1.0,A5,324480.0,2019-06-06 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3845.0,9.0,,A5,797 MOTHER GASTON BLVD,,11212.0,1.0,0.0,1.0,1800.0,1148.0,1986.0,1.0,A5,515000.0,2019-01-17 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3846.0,107.0,,A5,523 CHRISTOPHER AVENUE,,11212.0,1.0,0.0,1.0,1802.0,1116.0,1986.0,1.0,A5,10.0,2019-01-17 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3846.0,110.0,,A5,517 CHRISTOPHER AVENUE,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1986.0,1.0,A5,200000.0,2019-09-27 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3846.0,124.0,,A5,489 CHRISTOPHER AVENUE,,11212.0,1.0,0.0,1.0,1813.0,1128.0,1986.0,1.0,A5,410000.0,2019-06-13 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3847.0,109.0,,A5,735 SACKMAN STREET,,11212.0,1.0,0.0,1.0,1800.0,1120.0,1986.0,1.0,A5,410000.0,2019-04-12 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3847.0,137.0,,A5,586 POWELL,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1986.0,1.0,A5,315050.0,2019-05-24 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3847.0,137.0,,A5,586 POWELL STREET,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1986.0,1.0,A5,510000.0,2019-11-12 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3848.0,59.0,,A5,335 LOTT AVENUE,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1986.0,1.0,A5,500000.0,2019-03-07 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3848.0,104.0,,A5,591 POWELL STREET,,11212.0,1.0,0.0,1.0,1800.0,1148.0,1987.0,1.0,A5,480000.0,2019-07-08 00:00:00
3.0,brownsville,01 ONE FAMILY DWELLINGS,1,3856.0,111.0,,A5,553 CHRISTOPHER AVE,,11212.0,1.0,0.0,1.0,1800.0,1116.0,1986.0,1.0,A5,475000.0,2019-07-19 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3510.0,70.0,,B1,64 TAPSCOTT STREET,,11212.0,2.0,0.0,2.0,2500.0,2400.0,1920.0,1.0,B1,200000.0,2019-10-21 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3519.0,24.0,,B1,505 THOMAS S BOYLAND ST,,11212.0,2.0,0.0,2.0,1942.0,2898.0,2001.0,1.0,B1,755000.0,2019-03-06 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3535.0,12.0,,B3,135 GRAFTON STREET,,11212.0,2.0,0.0,2.0,2000.0,1490.0,1930.0,1.0,B3,520000.0,2019-08-19 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3535.0,12.0,,B3,135 GRAFTON STREET,,11212.0,2.0,0.0,2.0,2000.0,1490.0,1930.0,1.0,B3,315000.0,2019-03-25 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3537.0,3.0,,B1,651 SARATOGA AVENUE,,11212.0,2.0,0.0,2.0,2500.0,2196.0,1930.0,1.0,B1,720000.0,2019-08-26 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3537.0,5.0,,B1,645 SARATOGA AVENUE,,11212.0,2.0,0.0,2.0,2500.0,2196.0,1930.0,1.0,B1,580000.0,2019-04-29 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3551.0,53.0,,B1,43 DUMONT AVENUE,,11212.0,2.0,0.0,2.0,803.0,1400.0,1930.0,1.0,B1,1000.0,2019-08-06 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3554.0,34.0,,B1,2032 STRAUSS ST,,11212.0,2.0,0.0,2.0,2500.0,2080.0,1930.0,1.0,B1,495000.0,2019-07-17 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3555.0,5.0,,B1,2061 STRAUSS STREET,,11212.0,2.0,0.0,2.0,3000.0,2596.0,1930.0,1.0,B1,200000.0,2019-11-07 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3555.0,10.0,,B3,2049 STRAUSS STREET,,11212.0,2.0,0.0,2.0,2000.0,1695.0,1930.0,1.0,B3,840000.0,2019-05-28 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3555.0,26.0,,B3,132 BLAKE AVENUE,,11212.0,2.0,0.0,2.0,1600.0,1616.0,1930.0,1.0,B3,600000.0,2019-03-11 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3555.0,28.0,,B1,210 HERZL,,11212.0,2.0,0.0,2.0,1700.0,2178.0,2000.0,1.0,B1,10.0,2019-09-06 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3557.0,18.0,,B1,233 AMBOY STREET,,11212.0,2.0,0.0,2.0,2200.0,2809.0,2005.0,1.0,B1,749000.0,2019-12-27 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3557.0,19.0,,B1,231 AMBOY,,11212.0,2.0,0.0,2.0,3080.0,2880.0,2005.0,1.0,B1,755000.0,2019-12-13 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3559.0,8.0,,B1,287 BRISTOL STREET,,11212.0,2.0,0.0,2.0,2333.0,3120.0,2002.0,1.0,B1,735000.0,2019-09-12 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3568.0,52.0,,B1,768 SARATOGA AVENUE,,11212.0,2.0,0.0,2.0,2500.0,2480.0,1930.0,1.0,B1,730000.0,2019-07-18 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3581.0,52.0,,B1,340 LEGION STREET,,11212.0,2.0,0.0,2.0,2500.0,2400.0,1930.0,1.0,B1,375000.0,2019-05-06 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3583.0,48.0,,B1,2178 STRAUSS STREET,,11212.0,2.0,0.0,2.0,2500.0,2320.0,1930.0,1.0,B1,700000.0,2019-05-06 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3586.0,1.0,,B9,812 THOMAS S BOYLAND ST,,11212.0,2.0,0.0,2.0,1503.0,2310.0,2004.0,1.0,B9,645000.0,2019-09-30 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3594.0,15.0,,S2,347 EAST 98TH STREET,,11212.0,2.0,1.0,3.0,1600.0,2200.0,1899.0,1.0,S2,500000.0,2019-08-27 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3596.0,35.0,,B2,66 RIVERDALE AVENUE,,11212.0,2.0,0.0,2.0,1000.0,1880.0,1930.0,1.0,B2,795000.0,2019-10-01 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3599.0,115.0,,B9,437 AMBOY STREET,,11212.0,2.0,0.0,2.0,3000.0,2280.0,1996.0,1.0,B9,676500.0,2019-10-18 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3600.0,36.0,,B1,436 BRISTOL STREET,,11212.0,2.0,0.0,2.0,1667.0,3666.0,2011.0,1.0,B1,1.0,2019-09-06 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3611.0,26.0,,B1,471 AMBOY ST.,,11212.0,2.0,0.0,2.0,3000.0,2400.0,1930.0,1.0,B1,737000.0,2019-04-11 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3612.0,31.0,,B1,134 NEWPORT STREET,,11212.0,2.0,0.0,2.0,2000.0,2120.0,1930.0,1.0,B1,456750.0,2019-04-18 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3613.0,50.0,,B1,540 CHESTER STREET,,11212.0,2.0,0.0,2.0,3000.0,1920.0,1930.0,1.0,B1,512000.0,2019-09-19 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3614.0,123.0,,B1,525 CHESTER STREET,,11212.0,2.0,0.0,2.0,2733.0,2128.0,1910.0,1.0,B1,280000.0,2019-10-24 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3620.0,32.0,,B1,38 LOTT AVENUE,,11212.0,2.0,0.0,2.0,3933.0,2440.0,1930.0,1.0,B1,775000.0,2019-07-02 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3624.0,27.0,,B1,555 BRISTOL ST,,11212.0,2.0,0.0,2.0,2500.0,2200.0,1930.0,1.0,B1,865000.0,2019-10-23 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3624.0,27.0,,B1,555 BRISTOL STREET,,11212.0,2.0,0.0,2.0,2500.0,2200.0,1930.0,1.0,B1,402000.0,2019-04-24 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3627.0,15.0,,B1,489 THATFORD AVE,,11212.0,2.0,0.0,2.0,2400.0,1900.0,1930.0,1.0,B1,643000.0,2019-02-08 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3627.0,16.0,,B1,485 THATFORD AVENUE,,11212.0,2.0,0.0,2.0,2400.0,1900.0,1930.0,1.0,B1,810000.0,2019-01-18 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3627.0,20.0,,B1,204 LOTT AVENUE,,11212.0,2.0,0.0,2.0,1025.0,2255.0,2008.0,1.0,B1,799000.0,2019-07-02 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3628.0,14.0,,B1,603 OSBORNE STREET,,11212.0,2.0,0.0,2.0,2350.0,1760.0,1899.0,1.0,B1,300000.0,2019-05-21 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3628.0,14.0,,B1,603 OSBORN STREET,,11212.0,2.0,0.0,2.0,2350.0,1760.0,1899.0,1.0,B1,415000.0,2019-12-04 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3639.0,53.0,,B1,922 MOTHER GASTON BOULEVARD,,11212.0,2.0,0.0,2.0,2300.0,1760.0,1930.0,1.0,B1,685000.0,2019-06-25 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3677.0,23.0,,S2,1710 EAST NEW YORK AVENUE,,11212.0,2.0,1.0,3.0,977.0,3000.0,1927.0,1.0,S2,1050000.0,2019-03-15 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3763.0,104.0,,B1,439A BLAKE AVENUE,,11212.0,2.0,0.0,2.0,816.0,1959.0,2007.0,1.0,B1,609900.0,2019-06-05 00:00:00
3.0,brownsville,02 TWO FAMILY DWELLINGS,1,3763.0,104.0,,B1,439A BLAKE AVENUE,,11212.0,2.0,0.0,2.0,816.0,1959.0,2007.0,1.0,B1,10.0,2019-07-05 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3499.0,16.0,,C0,45 CHESTER STREET,,11212.0,3.0,0.0,3.0,2450.0,2760.0,1910.0,1.0,C0,670000.0,2019-10-03 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3511.0,11.0,,C0,51-53 TAPSCOTT STREET,,11212.0,3.0,0.0,3.0,2000.0,2850.0,1930.0,1.0,C0,460000.0,2019-01-17 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3521.0,126.0,,C0,123 CHESTER STREET,,11218.0,3.0,0.0,3.0,1875.0,2925.0,2002.0,1.0,C0,690000.0,2019-04-10 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3550.0,39.0,,C0,740 HOWARD AVENUE,,11212.0,3.0,0.0,3.0,3554.0,3469.0,1920.0,1.0,C0,800000.0,2019-10-29 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3554.0,28.0,,C0,2020 STRAUSS STREET,,11212.0,3.0,0.0,3.0,2900.0,3600.0,2002.0,1.0,C0,1046348.0,2019-03-29 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3555.0,16.0,,C0,2037 STRAUSS STREET,,11212.0,3.0,0.0,3.0,2000.0,2651.0,2007.0,1.0,C0,930000.0,2019-11-04 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3567.0,20.0,,C0,243 GRAFTON STREET,,11212.0,3.0,0.0,3.0,2237.0,2901.0,2005.0,1.0,C0,609369.0,2019-08-12 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3567.0,20.0,,C0,243 GRAFTON STREET,,11212.0,3.0,0.0,3.0,2237.0,2901.0,2005.0,1.0,C0,620500.0,2019-03-21 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3567.0,120.0,,C0,245 GRAFTON,,11212.0,3.0,0.0,3.0,1700.0,2637.0,2005.0,1.0,C0,800000.0,2019-01-17 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3584.0,31.0,,C0,2135 STRAUSS STREET,,11212.0,3.0,0.0,3.0,1600.0,3240.0,2005.0,1.0,C0,435000.0,2019-06-14 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3596.0,18.0,,C0,869 SARATOGA AVENUE,,11212.0,3.0,0.0,3.0,2500.0,2560.0,1910.0,1.0,C0,869000.0,2019-08-28 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3598.0,51.0,,C0,444 AMBOY STREET,,11212.0,3.0,0.0,3.0,3400.0,2560.0,1905.0,1.0,C0,480000.0,2019-07-15 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3625.0,35.0,,C0,894 ROCKAWAY AVENUE,,11212.0,3.0,0.0,3.0,2000.0,3720.0,1931.0,1.0,C0,11400993.0,2019-06-27 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3625.0,36.0,,C0,898 ROCKAWAY AVENUE,,11212.0,3.0,0.0,3.0,2000.0,3600.0,1930.0,1.0,C0,11400993.0,2019-06-27 00:00:00
3.0,brownsville,03 THREE FAMILY DWELLINGS,1,3709.0,137.0,,C0,1841 PITKIN AVENUE,,11212.0,3.0,0.0,3.0,1900.0,3078.0,2007.0,1.0,C0,350000.0,2019-10-25 00:00:00
3.0,brownsville,05 TAX CLASS 1 VACANT LAND,1B,3539.0,5.0,,V0,195 HERZL STREET,,11212.0,0.0,0.0,0.0,2500.0,0.0,,1.0,V0,360000.0,2019-12-03 00:00:00
3.0,brownsville,05 TAX CLASS 1 VACANT LAND,1B,3599.0,30.0,,V0,N/A HOPKINSON AVENUE,,11212.0,0.0,0.0,0.0,640.0,0.0,,1.0,V0,10000.0,2019-09-24 00:00:00
3.0,brownsville,05 TAX CLASS 1 VACANT LAND,1B,3602.0,12.0,,V0,N/A CHESTER STREET,,11212.0,0.0,0.0,0.0,37500.0,0.0,,1.0,V0,281342.0,2019-12-18 00:00:00
3.0,brownsville,05 TAX CLASS 1 VACANT LAND,1B,3675.0,5.0,,V0,253 MOTHER GASTON BLVD,,11212.0,0.0,0.0,0.0,3000.0,0.0,,1.0,V0,960000.0,2019-07-15 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3556.0,1.0,,C2,259 HERZL STREET,,11212.0,6.0,0.0,6.0,2000.0,3300.0,1899.0,2.0,C2,550000.0,2019-08-01 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3565.0,43.0,,C2,806 HOWARD AVENUE,,11212.0,6.0,0.0,6.0,2500.0,5850.0,1930.0,2.0,C2,955000.0,2019-08-07 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,1B,3573.0,70.0,,V0,169 LIVONIA AVENUE,,11212.0,0.0,0.0,0.0,14100.0,0.0,,2.0,C1,530954.0,2019-12-18 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3581.0,1.0,,C2,352 LEGION ST,,11212.0,6.0,0.0,6.0,2467.0,5476.0,1930.0,2.0,C2,935000.0,2019-02-14 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3582.0,22.0,,C3,313 LEGION STREET,,11212.0,4.0,0.0,4.0,2550.0,3198.0,1930.0,2.0,C3,800000.0,2019-11-06 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3582.0,47.0,,C3,816 SARATOGA AVENUE,,11212.0,4.0,0.0,4.0,2500.0,3850.0,1930.0,2.0,C3,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3585.0,50.0,,C3,386 AMBOY STREET,,11212.0,4.0,0.0,4.0,2550.0,3198.0,1930.0,2.0,C3,800000.0,2019-07-18 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3587.0,24.0,,C2,769 THOMAS S BOYLAND ST,,11212.0,6.0,0.0,6.0,2500.0,5250.0,1930.0,2.0,C2,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3595.0,13.0,,C3,397 LEGION STREET,,11212.0,4.0,0.0,4.0,2500.0,3075.0,1930.0,2.0,C3,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3595.0,18.0,,C3,385 LEGION STREET,,11212.0,4.0,0.0,4.0,2500.0,3900.0,1930.0,2.0,C3,760000.0,2019-12-16 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3597.0,9.0,,C3,2245 STRAUSS STREET,,11212.0,4.0,0.0,4.0,2500.0,3198.0,1930.0,2.0,C3,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3598.0,7.0,,C3,441 HERZL STREET,,11212.0,4.0,0.0,4.0,2500.0,3075.0,1930.0,2.0,C3,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3598.0,15.0,,C3,423 HERZL STREET,,11212.0,4.0,0.0,4.0,2500.0,3000.0,1930.0,2.0,C3,450000.0,2019-01-30 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3600.0,9.0,,C2,865 THOMAS S BOYLAND ST,,11212.0,6.0,0.0,6.0,4000.0,7200.0,1930.0,2.0,C2,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2,3602.0,9.0,,C1,167 NEWPORT STREET,,11212.0,12.0,0.0,12.0,3988.0,11220.0,1930.0,2.0,C1,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3609.0,27.0,,C3,2259 STRAUSS STREET,,11212.0,4.0,0.0,4.0,2500.0,4000.0,1930.0,2.0,C3,850000.0,2019-07-15 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2,3612.0,35.0,,C1,140 NEWPORT STREET,,11212.0,12.0,0.0,12.0,3000.0,8100.0,1930.0,2.0,C1,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3612.0,45.0,,C3,518 BRISTOL,,11212.0,4.0,0.0,4.0,2500.0,3000.0,1930.0,2.0,C3,10.0,2019-03-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3613.0,42.0,,C3,518 CHESTER STREET,,11212.0,4.0,0.0,4.0,2575.0,3075.0,1930.0,2.0,C3,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3624.0,58.0,,C3,618 CHESTER STREET,,11212.0,4.0,0.0,4.0,2500.0,3800.0,1930.0,2.0,C3,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3625.0,41.0,,C2,910 ROCKAWAY AVENUE,,11212.0,6.0,0.0,6.0,2000.0,3600.0,1930.0,2.0,C2,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3638.0,50.0,,C3,670 WATKINS STREET,,11212.0,4.0,0.0,4.0,2500.0,3280.0,1930.0,2.0,C3,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3639.0,22.0,,C3,671 WATKINS STREET,,11212.0,4.0,0.0,4.0,2500.0,3280.0,1930.0,2.0,C3,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3692.0,18.0,,C3,"98 LIBERTY AVENUE, 5",5,11212.0,4.0,0.0,4.0,2462.0,4485.0,1903.0,2.0,C3,325000.0,2019-08-28 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3868.0,20.0,,C2,895 MOTHER GASTON BLVD,,11212.0,6.0,0.0,6.0,3000.0,6150.0,1930.0,2.0,C2,11400993.0,2019-06-27 00:00:00
3.0,brownsville,07 RENTALS - WALKUP APARTMENTS,2A,3868.0,22.0,,C2,891 MOTHER GASTON BLVD,,11212.0,6.0,0.0,6.0,3000.0,6150.0,1930.0,2.0,C2,11400993.0,2019-06-27 00:00:00
3.0,brownsville,11 SPECIAL CONDO BILLING LOTS,2,3862.0,1001.0,,RR,"96 NEW LOTS AVE, 1",1,11212.0,197.0,0.0,197.0,55065.0,305524.0,2018.0,2.0,RR,100000.0,2019-06-27 00:00:00
3.0,brownsville,14 RENTALS - 4-10 UNIT,2A,3584.0,9.0,,S4,73 RIVERDALE AVENUE,,11212.0,4.0,1.0,5.0,2504.0,6000.0,1930.0,2.0,S4,11400993.0,2019-06-27 00:00:00
3.0,brownsville,14 RENTALS - 4-10 UNIT,2A,3623.0,36.0,,S5,544 BRISTOL STREET,,11212.0,5.0,1.0,6.0,1600.0,4320.0,1930.0,2.0,S5,11400993.0,2019-06-27 00:00:00
3.0,brownsville,14 RENTALS - 4-10 UNIT,2B,3726.0,36.0,,S5,109 BELMONT AVENUE,6,11212.0,6.0,1.0,7.0,1200.0,3200.0,1930.0,2.0,S5,860000.0,2019-09-25 00:00:00
3.0,brownsville,22 STORE BUILDINGS,4,3489.0,167.0,,K4,393 ROCKAWAY AVENUE,,11212.0,2.0,1.0,3.0,2502.0,6750.0,1920.0,4.0,K4,1330000.0,2019-07-09 00:00:00
3.0,brownsville,22 STORE BUILDINGS,4,3489.0,254.0,,K2,1755 PITKIN AVENUE,,11212.0,0.0,1.0,1.0,5000.0,9600.0,1930.0,4.0,K2,2700000.0,2019-12-18 00:00:00
