,id,neighbourhood_group,host_name,host_id,minimum_price,z_value_prices,z_interpretation
26230,20912843,Manhattan,Caryn,20625215,363,-0.07805812709251105,Average price
26231,20914119,Manhattan,Gal,52950465,3870,0.21903338341491763,Higher price average
26232,20914216,Brooklyn,Deniz,85722766,180,-0.09356076365448979,Average price
26233,20914425,Brooklyn,Semih,878546,200,-0.0918664864346014,Average price
26234,20914711,Brooklyn,Jj,9215509,1250,-0.002916932390461073,Average price
26235,20915427,Brooklyn,Marie L,95999344,250,-0.08763079338488043,Average price
26236,20915909,Brooklyn,Daniel,411697,900,-0.03256678373850785,Average price
26237,20916311,Brooklyn,Melissa,22565156,945,-0.028754659993758976,Average price
26238,20916679,Brooklyn,Jj,9215509,2310,0.08687976026362344,Average price
26239,20917327,Queens,Melrose,150304209,170,-0.09440790226443398,Average price
26240,20917712,Staten Island,Dine,117492425,116,-0.09898245075813263,Average price
26241,20917909,Brooklyn,Sahar,118226205,255,-0.08720722407990833,Average price
26242,20918376,Brooklyn,Haider & Galiya,150345311,75,-0.10245571905890381,Lower price average
26243,20918850,Manhattan,John,8245913,990,-0.024942536249010105,Average price
26244,20919726,Brooklyn,Kirstie,10220753,79,-0.10211686361492614,Lower price average
26245,20920048,Manhattan,David,135904657,250,-0.08763079338488043,Average price
26246,20920138,Manhattan,Alyssa,70932642,156,-0.09559389631835585,Average price
26247,20923712,Queens,Zack,16795575,70,-0.10287928836387591,Lower price average
26248,20926018,Queens,LaToya,150420341,226,-0.0896639260487465,Average price
26249,20926888,Brooklyn,Jeremy,11638358,1850,0.04791138420619054,Average price
26250,20927532,Brooklyn,Michael,1963215,4500,0.2724031158414018,Higher price average
26251,20927619,Queens,Shuly,139357580,60,-0.1037264269738201,Lower price average
26252,20928429,Manhattan,Gustavo,92474771,65,-0.103302857668848,Lower price average
26253,20928494,Manhattan,Gabrielle,22721010,412,-0.0739071479037845,Average price
26254,20928856,Brooklyn,Lauren,7337775,300,-0.08339510033515946,Average price
26255,20932707,Manhattan,Eunice,79534925,260,-0.08678365477493624,Average price
26256,20932773,Brooklyn,Devon,150482893,240,-0.08847793199482462,Average price
26257,20933293,Queens,Rhita,150489232,50,-0.1045735655837643,Lower price average
26258,20933848,Queens,Max,63312104,60,-0.1037264269738201,Lower price average
26259,20933849,Manhattan,Qiuchi,13709292,0,-0.10880925863348527,Lower price average
26260,20934056,Brooklyn,Awilda,140293912,411,-0.07399186176477891,Average price
26261,20934059,Brooklyn,Derek,30347639,450,-0.07068802118599656,Average price
26262,20934581,Manhattan,Cherie,3630017,130,-0.09779645670421075,Average price
26263,20935059,Manhattan,Nastya,1566510,120,-0.09864359531415494,Average price
26264,20935388,Manhattan,Doug,733286,3150,0.1580394034989357,Higher price average
26265,20936537,Brooklyn,Frances,71292398,150,-0.09610217948432237,Average price
26266,20941086,Manhattan,Billy,53953736,2175,0.07544338902937683,Average price
26267,20941420,Manhattan,Sorcha,15487773,200,-0.0918664864346014,Average price
26268,20941726,Brooklyn,Men Yee,67268840,750,-0.04527386288767075,Average price
26269,20941915,Staten Island,Dimitri,150572903,170,-0.09440790226443398,Average price
26270,20942129,Brooklyn,Dylan,147196210,138,-0.0971187458162554,Average price
26271,20942199,Manhattan,Rated,76104209,7050,0.4884234613771712,Higher price average
26272,20942352,Queens,Mayra,150565606,47,-0.10482770716674755,Lower price average
26273,20942873,Manhattan,Lara,117287,268,-0.08610594388698088,Average price
26274,20943288,Brooklyn,Daniela,127726243,1400,0.00979014675870183,Average price
26275,20943918,Manhattan,Lu,33782746,600,-0.057980942036833655,Average price
26276,20946154,Queens,Taka,59974573,396,-0.0752625696796952,Average price
26277,20946693,Brooklyn,Verna,143041708,280,-0.08508937755504785,Average price
26278,20947437,Manhattan,Marvin,100685031,148,-0.0962716072063112,Average price
26279,20949050,Brooklyn,Eréz,150647463,420,-0.07322943701582914,Average price
26280,20953661,Queens,Benco,42486495,3150,0.1580394034989357,Higher price average
26281,20954729,Manhattan,Leva,132158770,300,-0.08339510033515946,Average price
26282,20955226,Manhattan,Jennifer,47577509,1400,0.00979014675870183,Average price
26283,20955493,Queens,Orain,103477264,45,-0.1049971348887364,Lower price average
26284,20956802,Queens,Wenqin,75216989,55,-0.1041499962787922,Lower price average
26285,20957065,Brooklyn,Candi,147059964,3150,0.1580394034989357,Higher price average
26286,20957575,Manhattan,Laura,52768036,85,-0.10160858044895962,Lower price average
26287,20958075,Brooklyn,Nina,2492369,393,-0.07551671126267846,Average price
26288,20958399,Brooklyn,Sasha,3574249,676,-0.05154268860125778,Average price
26289,20958738,Brooklyn,Jotham,75248463,116,-0.09898245075813263,Average price
26290,20960110,Bronx,Nihad,98416305,280,-0.08508937755504785,Average price
26291,20960203,Brooklyn,Tony,150761245,600,-0.057980942036833655,Average price
26292,20960223,Brooklyn,Ghislain Serge,25969105,240,-0.08847793199482462,Average price
26293,20960246,Brooklyn,Medea,149867246,75,-0.10245571905890381,Lower price average
26294,20960324,Brooklyn,Amit,17921511,297,-0.08364924191814271,Average price
26295,20961894,Brooklyn,Arina,42422823,480,-0.06814660535616397,Average price
26296,20964409,Brooklyn,Nikki,105828086,90,-0.10118501114398752,Lower price average
26297,20966555,Queens,Dong Ming,25774748,89,-0.10126972500498195,Lower price average
26298,20968000,Manhattan,William,150846601,558,-0.061538924198599264,Average price
26299,20968046,Queens,Chimme,150116246,210,-0.0910193478246572,Average price
26300,20968166,Queens,Sheila,116404073,90,-0.10118501114398752,Lower price average
26301,20968536,Brooklyn,Enrique,65302026,35,-0.10584427349868059,Lower price average
26302,20969370,Brooklyn,Lilja,49664910,268,-0.08610594388698088,Average price
26303,20969532,Queens,Elan,127292,2970,0.14279090851994022,Higher price average
26304,20970017,Brooklyn,J. Beverly,89715420,595,-0.05840451134180575,Average price
26305,20970380,Brooklyn,Marlice,119828457,240,-0.08847793199482462,Average price
26306,20970422,Brooklyn,Marlice,119828457,135,-0.09737288739923866,Average price
26307,20970437,Brooklyn,Marlice,119828457,330,-0.08085368450532689,Average price
26308,20970588,Brooklyn,Leonor And Luca,27070796,278,-0.08525880527703669,Average price
26309,20970822,Brooklyn,Petra,150876351,120,-0.09864359531415494,Average price
26310,20970844,Manhattan,Tiffany,12703148,220,-0.09017220921471301,Average price
26311,20971442,Manhattan,Nish,10980826,110,-0.09949073392409914,Average price
26312,20973084,Manhattan,Cleber,148394958,304,-0.08305624489118178,Average price
26313,20975327,Brooklyn,Sonya,6375186,100,-0.10033787253404333,Lower price average
26314,20976316,Brooklyn,Chris,1378036,750,-0.04527386288767075,Average price
26315,20976974,Manhattan,Tobi,50028284,770,-0.04357958566778236,Average price
26316,20978416,Manhattan,Petko,7182337,398,-0.07509314195770636,Average price
26317,20978898,Brooklyn,Anna,150965627,40,-0.1054207041937085,Lower price average
26318,20979453,Manhattan,Glenn Thomas,5335417,585,-0.059251649951749946,Average price
26319,20980756,Brooklyn,Yosef,145858413,175,-0.09398433295946187,Average price
26320,20981267,Brooklyn,Linda,150993634,104,-0.09999901709006566,Average price
26321,20981701,Brooklyn,Majar,2015914,225,-0.08974863990974091,Average price
26322,20981916,Brooklyn,Martin,52604429,8910,0.6459912428267912,Higher price average
26323,20981954,Brooklyn,Max,31658722,275,-0.08551294686001995,Average price
26324,20981968,Brooklyn,David,25039950,324,-0.0813619676712934,Average price
26325,20982002,Brooklyn,Paula,12528835,180,-0.09356076365448979,Average price
26326,20982168,Brooklyn,Daniella,61169465,150,-0.09610217948432237,Average price
26327,20982257,Brooklyn,Jotham,75248463,106,-0.09982958936807682,Average price
26328,20982422,Brooklyn,Jotham,75248463,118,-0.09881302303614378,Average price
26329,20982564,Brooklyn,Glenn,13262918,99,-0.10042258639503775,Lower price average
26330,20982593,Manhattan,Cezar,10191047,585,-0.059251649951749946,Average price
26331,20982704,Brooklyn,Karen,147721837,480,-0.06814660535616397,Average price
26332,20982734,Manhattan,Wakahiu,5668108,1000,-0.024095397639065912,Average price
26333,20982862,Queens,Ant,38250510,300,-0.08339510033515946,Average price
26334,20983319,Queens,Henry,33589349,255,-0.08720722407990833,Average price
26335,20983421,Brooklyn,Grace,3461768,90,-0.10118501114398752,Lower price average
26336,20983663,Brooklyn,Faith,117507630,745,-0.04569743219264285,Average price
26337,20984142,Brooklyn,Patrick,13500687,60,-0.1037264269738201,Lower price average
26338,20989220,Queens,Thomas,151073194,198,-0.09203591415659024,Average price
26339,20989354,Brooklyn,Andrew,90878763,130,-0.09779645670421075,Average price
26340,20989659,Manhattan,Ruchi,2856748,6750,0.46300930307884536,Higher price average
26342,20990431,Queens,Keqin,151087909,36,-0.10575955963768617,Lower price average
26343,20990607,Brooklyn,Angie,151084261,2370,0.09196259192328861,Average price
26344,20990770,Brooklyn,Angie,151084261,1620,0.02842719617747409,Average price
26345,20991704,Brooklyn,Sarah,17742578,79,-0.10211686361492614,Lower price average
26346,20991910,Brooklyn,Rinat,4774053,435,-0.07195872910091285,Average price
26347,20992027,Brooklyn,Dan,603493,9000,0.653615490316289,Higher price average
26348,20993138,Manhattan,Tyshawn,151115004,58,-0.10389585469580895,Lower price average
26349,20994196,Manhattan,Zach,109371945,210,-0.0910193478246572,Average price
26350,20994674,Brooklyn,Lara,97118521,200,-0.0918664864346014,Average price
26351,20996070,Queens,Max,63312104,55,-0.1041499962787922,Lower price average
26352,20996372,Brooklyn,Rohit,151146788,510,-0.06560518952633139,Average price
26353,20996474,Brooklyn,Rohit,151146788,248,-0.08780022110686926,Average price
26354,20996673,Manhattan,Hollis,33923279,120,-0.09864359531415494,Average price
26355,20996830,Manhattan,Grace,144857346,111,-0.09940602006310471,Average price
26356,20996996,Queens,Melinda,785283,150,-0.09610217948432237,Average price
26357,20997574,Manhattan,Arnaud,40507331,650,-0.053745248987112686,Average price
26358,20998163,Manhattan,Maxim,11392362,321,-0.08161610925427666,Average price
26359,20998265,Bronx,Carolina,90531953,60,-0.1037264269738201,Lower price average
26360,20998921,Brooklyn,Alana,42058671,180,-0.09356076365448979,Average price
26361,20999025,Brooklyn,Rahul,1137079,120,-0.09864359531415494,Average price
26362,21000540,Bronx,Jermaine,128490590,240,-0.08847793199482462,Average price
26363,21004111,Manhattan,David,22225802,1000,-0.024095397639065912,Average price
26364,21005576,Manhattan,Peter,151238818,945,-0.028754659993758976,Average price
26365,21005699,Queens,Victor,45044964,41,-0.10533599033271407,Lower price average
26366,21005738,Brooklyn,Brooke,34579576,320,-0.08170082311527108,Average price
26367,21005994,Brooklyn,Claire,676140,240,-0.08847793199482462,Average price
26368,21006212,Brooklyn,Salome,15873714,200,-0.0918664864346014,Average price
26369,21006224,Queens,Ting,151243003,59,-0.10381114083481452,Lower price average
26370,21006709,Bronx,Tiffany,151249486,195,-0.0922900557395735,Average price
26371,21007181,Brooklyn,Judith,19202566,900,-0.03256678373850785,Average price
26372,21007370,Manhattan,Adriana,19536090,525,-0.06433448161141511,Average price
26373,21007762,Manhattan,Leyla,16144086,300,-0.08339510033515946,Average price
26374,21008007,Brooklyn,Roman,17428620,238,-0.08864735971681346,Average price
26375,21009685,Brooklyn,Abdul Kader,150122503,90,-0.10118501114398752,Lower price average
26376,21009737,Manhattan,Zach,2506798,12000,0.907757073299547,Higher price average
26377,21010072,Queens,Marc,151189049,32,-0.10609841508166384,Lower price average
26378,21010586,Manhattan,Nicola,151284868,1225,-0.005034778915321557,Average price
26379,21010714,Manhattan,Anthony,17579903,2100,0.06908984945479538,Average price
26380,21010735,Manhattan,Taylor,105631352,180,-0.09356076365448979,Average price
26381,21011427,Manhattan,Kathryn,151291713,30,-0.10626784280365269,Lower price average
26382,21011433,Manhattan,Daniele,3917497,810,-0.04019103122800559,Average price
26383,21011466,Manhattan,Alek,7557662,200,-0.0918664864346014,Average price
26384,21011532,Brooklyn,William,151293286,480,-0.06814660535616397,Average price
26385,21012137,Brooklyn,Collin,66329,119,-0.09872830917514937,Average price
26386,21012649,Manhattan,Mike,7608106,392,-0.07560142512367288,Average price
26387,21013416,Brooklyn,Angie,151084261,2400,0.09450400775312119,Average price
26388,21013499,Queens,Max,63312104,55,-0.1041499962787922,Lower price average
26389,21014105,Queens,David,142268790,176,-0.09389961909846746,Average price
26390,21014202,Manhattan,柏润,97044757,78,-0.10220157747592055,Lower price average
26391,21014919,Manhattan,Chelsea,29248621,250,-0.08763079338488043,Average price
26392,21015032,Manhattan,Jewell,8753700,430,-0.07238229840588495,Average price
26393,21015347,Brooklyn,Shawn,102618751,600,-0.057980942036833655,Average price
26394,21015751,Manhattan,Vela,79345554,9600,0.7044438069129406,Higher price average
26395,21015993,Brooklyn,Ashley,147513,250,-0.08763079338488043,Average price
26396,21016290,Queens,Pj,14085769,875,-0.03468463026336833,Average price
26397,21016498,Brooklyn,Harvin,51716739,360,-0.0783122686754943,Average price
26398,21020048,Manhattan,Marcy,151372422,1300,0.001318760659259895,Average price
26399,21020862,Bronx,Nazeer,59795431,60,-0.1037264269738201,Lower price average
26400,21020869,Manhattan,Marcy,2326517,2085,0.06781914153987909,Average price
26401,21021957,Manhattan,Emily,131647128,8400,0.6027871737196373,Higher price average
26402,21022330,Queens,Yves,137586595,100,-0.10033787253404333,Lower price average
26403,21022616,Brooklyn,Thomas And Madalena,2195090,75,-0.10245571905890381,Lower price average
26404,21022856,Brooklyn,Joe & Jay,22194698,270,-0.08593651616499204,Average price
26405,21023888,Brooklyn,Laurel,6378149,100,-0.10033787253404333,Lower price average
26406,21024098,Manhattan,Raymond,53179388,5250,0.3359385115872163,Higher price average
26407,21024792,Manhattan,Maeva,24770383,1680,0.03351002783713925,Average price
26408,21025083,Queens,Leonard,18996093,50,-0.1045735655837643,Lower price average
26409,21025488,Queens,Adesh & Viviana,151421618,520,-0.0647580509163872,Average price
26410,21025840,Brooklyn,Kyle,33167995,280,-0.08508937755504785,Average price
26411,21026272,Queens,Leonard,18996093,45,-0.1049971348887364,Lower price average
26412,21026558,Manhattan,Andrey,15569216,500,-0.06645232813627559,Average price
26413,21027182,Manhattan,Bryan,31929860,155,-0.09567861017935027,Average price
26414,21027809,Brooklyn,Lory And Cindy,9138141,100,-0.10033787253404333,Lower price average
26415,21027995,Brooklyn,Maxim,82349344,152,-0.09593275176233353,Average price
26416,21028192,Brooklyn,Vegard,35852743,1200,-0.007152625440182041,Average price
26417,21028467,Brooklyn,Pat,76450538,320,-0.08170082311527108,Average price
26418,21029146,Brooklyn,Sachie,131638913,35,-0.10584427349868059,Lower price average
26419,21029490,Brooklyn,Catalina,6216526,200,-0.0918664864346014,Average price
26420,21029655,Brooklyn,Jacques,65112370,270,-0.08593651616499204,Average price
26421,21029678,Brooklyn,Andre,15475460,130,-0.09779645670421075,Average price
26422,21031177,Manhattan,Edna,150665890,200,-0.0918664864346014,Average price
26423,21035506,Manhattan,Carly,31244515,276,-0.08542823299902552,Average price
26424,21038103,Manhattan,Ma,151530017,425,-0.07280586771085704,Average price
26425,21038471,Brooklyn,Tiffany,100841539,58,-0.10389585469580895,Lower price average
26426,21038703,Manhattan,Fer,40800717,2550,0.10721108690228409,Higher price average
26427,21038881,Manhattan,Jesper,78107584,500,-0.06645232813627559,Average price
26428,21039236,Brooklyn,Premshree,1026622,812,-0.04002160350601675,Average price
26429,21039710,Brooklyn,Laney,66060459,240,-0.08847793199482462,Average price
26430,21041077,Manhattan,Alexandre,114011720,210,-0.0910193478246572,Average price
26431,21041595,Brooklyn,Fred,151560823,100,-0.10033787253404333,Lower price average
26432,21042120,Queens,Jacquelin And,31605872,152,-0.09593275176233353,Average price
26433,21042151,Manhattan,Andrey,151563968,150,-0.09610217948432237,Average price
26434,21042534,Brooklyn,Kathy,2575895,500,-0.06645232813627559,Average price
26435,21043947,Brooklyn,Lauren,63965653,300,-0.08339510033515946,Average price
26436,21044271,Manhattan,Caitlin,44170535,375,-0.07704156076057801,Average price
26437,21044322,Brooklyn,Andrea,18290840,1800,0.043675691156469576,Average price
26438,21044649,Bronx,Tanya,151547086,84,-0.10169329430995404,Lower price average
26439,21044970,Brooklyn,Luigi,48988714,349,-0.07924412114643291,Average price
26440,21045283,Manhattan,Hitesh,16359827,299,-0.08347981419615388,Average price
26441,21045324,Bronx,Summer,27187487,90,-0.10118501114398752,Lower price average
26442,21045451,Brooklyn,Whitney,1892493,140,-0.09694931809426656,Average price
26443,21047121,Manhattan,Ekaterina,55527442,3531,0.19031538453780947,Higher price average
26444,21048346,Manhattan,Adam,4421545,330,-0.08085368450532689,Average price
26445,21050522,Brooklyn,Julie,151639981,390,-0.07577085284566172,Average price
26446,21051477,Brooklyn,Yvonne,151018315,30,-0.10626784280365269,Lower price average
26447,21052514,Brooklyn,Alice,126141244,240,-0.08847793199482462,Average price
26448,21053044,Queens,Janelle,145727343,33,-0.10601370122066943,Lower price average
26449,21053432,Queens,Angela,21891606,76,-0.1023710051979094,Lower price average
26450,21054012,Queens,Aston,48638439,600,-0.057980942036833655,Average price
26451,21054217,Manhattan,Michael,151671343,1580,0.025038641737697313,Average price
26452,21055153,Manhattan,Chez,151681101,1125,-0.013506165014763493,Average price
26453,21055192,Queens,Lisa,9232930,180,-0.09356076365448979,Average price
26454,21055320,Queens,Ricardo,151683441,200,-0.0918664864346014,Average price
26455,21056487,Manhattan,Janet,104450469,198,-0.09203591415659024,Average price
26456,21056510,Queens,Leo,79105834,55,-0.1041499962787922,Lower price average
26457,21056653,Queens,Leo,79105834,55,-0.1041499962787922,Lower price average
26458,21056691,Queens,Leo,79105834,58,-0.10389585469580895,Lower price average
26459,21057693,Brooklyn,Alex,37212082,1455,0.014449409113394896,Average price
26460,21057716,Brooklyn,Brittany,45486831,495,-0.06687589744124768,Average price
26461,21057757,Manhattan,Kevin,2235545,3750,0.2088677200955873,Higher price average
26462,21058573,Brooklyn,Yoni,14719992,106,-0.09982958936807682,Average price
26463,21058648,Queens,Max,63312104,60,-0.1037264269738201,Lower price average
26464,21062611,Brooklyn,Ahmed,8898944,198,-0.09203591415659024,Average price
26465,21063162,Manhattan,Seth,33009,540,-0.06306377369649882,Average price
26466,21064170,Manhattan,Rob,151718551,3612,0.1971772072783574,Higher price average
26467,21064623,Manhattan,Neda,9130390,1120,-0.01392973431973559,Average price
26468,21065293,Manhattan,Maria,137191484,86,-0.10152386658796521,Lower price average
26469,21066041,Brooklyn,Lindsay,6394738,155,-0.09567861017935027,Average price
26470,21067165,Brooklyn,Hadas,9356744,370,-0.0774651300655501,Average price
26471,21067451,Manhattan,Mark,49108760,210,-0.0910193478246572,Average price
26472,21068619,Manhattan,Felix,44229047,3600,0.19616064094642438,Higher price average
26473,21068818,Manhattan,Irina,48146336,3900,0.2215747992447502,Higher price average
26474,21068875,Manhattan,Paul,151241345,113,-0.09923659234111588,Average price
26475,21069115,Brooklyn,Jacob,42631621,480,-0.06814660535616397,Average price
26476,21072318,Brooklyn,Harrison,26640554,2450,0.09873970080284215,Average price
26477,21073975,Manhattan,Stanley,120762452,6660,0.4553850555893476,Higher price average
26478,21076625,Manhattan,Vigil,33074274,390,-0.07577085284566172,Average price
26479,21078963,Manhattan,Carissa,59518759,270,-0.08593651616499204,Average price
26480,21078966,Manhattan,Ivan,107075694,195,-0.0922900557395735,Average price
26481,21079505,Manhattan,Nelson Antonio,151940941,165,-0.09483147156940608,Average price
26482,21079975,Brooklyn,James,137327838,188,-0.09288305276653443,Average price
26483,21080763,Manhattan,Corporate Housing,61391963,5550,0.36135266988554215,Higher price average
26484,21081485,Queens,Lucy & Rodo,29597567,98,-0.10050730025603218,Lower price average
26485,21081721,Manhattan,Sydney,48861932,80,-0.10203214975393173,Lower price average
26486,21081736,Brooklyn,Dawn,151812737,278,-0.08525880527703669,Average price
26487,21081875,Manhattan,Andre,11135666,70,-0.10287928836387591,Lower price average
26488,21081975,Brooklyn,Alexandra,15692021,4400,0.2639317297419599,Higher price average
26489,21082194,Queens,Pedro J,14046692,45,-0.1049971348887364,Lower price average
26490,21082203,Manhattan,Michael,75126216,225,-0.08974863990974091,Average price
26491,21088326,Manhattan,Philip,2749543,200,-0.0918664864346014,Average price
26492,21088999,Manhattan,Zachary,51538274,12000,0.907757073299547,Higher price average
26493,21089520,Brooklyn,Shelliann,151139950,200,-0.0918664864346014,Average price
26494,21089707,Manhattan,Alexandra,108653826,278,-0.08525880527703669,Average price
26495,21090094,Bronx,Mariana,152045247,80,-0.10203214975393173,Lower price average
26496,21091355,Manhattan,Bridge,83786650,2400,0.09450400775312119,Average price
26497,21091844,Queens,Jie,28270349,100,-0.10033787253404333,Lower price average
26498,21094022,Brooklyn,Tori,32110549,200,-0.0918664864346014,Average price
26499,21094476,Brooklyn,Chris,33946068,300,-0.08339510033515946,Average price
26500,21094894,Manhattan,Kadu,11855071,273,-0.08568237458200878,Average price
26501,21095257,Manhattan,Dawn,21480920,675,-0.051627402462252205,Average price
26502,21095546,Brooklyn,Heather,16509617,300,-0.08339510033515946,Average price
26503,21095775,Brooklyn,Joe,152096705,270,-0.08593651616499204,Average price
26504,21096186,Manhattan,Amy,14945039,1600,0.026732918957585703,Average price
26505,21097166,Brooklyn,Anne,25321849,250,-0.08763079338488043,Average price
26506,21098387,Manhattan,Erica,133790239,300,-0.08339510033515946,Average price
26507,21098555,Manhattan,Stanley,120762452,6660,0.4553850555893476,Higher price average
26508,21098717,Manhattan,Stanley,120762452,5250,0.3359385115872163,Higher price average
26509,21098719,Manhattan,Keziah,127743419,210,-0.0910193478246572,Average price
26510,21098848,Manhattan,Stanley,120762452,5250,0.3359385115872163,Higher price average
26511,21098980,Manhattan,Stanley,120762452,3900,0.2215747992447502,Higher price average
26512,21103362,Manhattan,Jordan,28066471,600,-0.057980942036833655,Average price
26513,21104475,Queens,James &,152177080,45,-0.1049971348887364,Lower price average
26514,21104699,Queens,Lane,333897,50,-0.1045735655837643,Lower price average
26515,21105248,Brooklyn,Ben,111020045,300,-0.08339510033515946,Average price
26516,21106002,Manhattan,Edhar,151316042,90,-0.10118501114398752,Lower price average
26517,21106251,Brooklyn,Tommy,25354313,135,-0.09737288739923866,Average price
26518,21106349,Brooklyn,Zach,4324444,350,-0.0791594072854385,Average price
26519,21106395,Manhattan,Rachel,152195388,1980,0.05892418613546506,Average price
26520,21107481,Brooklyn,Jaye,25036260,60,-0.1037264269738201,Lower price average
26521,21108399,Brooklyn,Elise,5867412,4740,0.2927344424800625,Higher price average
26522,21108401,Brooklyn,Sam,643120,240,-0.08847793199482462,Average price
26523,21108458,Brooklyn,Sarah,127985639,315,-0.08212439242024316,Average price
26524,21109037,Manhattan,Liz,51339741,145,-0.09652574878929446,Average price
26525,21109039,Queens,Alan,5962328,3300,0.1707464826480986,Higher price average
26526,21110331,Bronx,Jeremiah,141012332,230,-0.08932507060476881,Average price
26527,21110408,Brooklyn,Giovanni,134946389,100,-0.10033787253404333,Lower price average
26528,21110494,Queens,Jimmy &Cindy,120767920,135,-0.09737288739923866,Average price
26529,21110709,Queens,Russell,59959974,720,-0.04781527871750333,Average price
26530,21111912,Brooklyn,Mimi,8519823,10500,0.780686281807918,Higher price average
26531,21112291,Brooklyn,Kevin,21383928,375,-0.07704156076057801,Average price
26532,21112746,Manhattan,Anthony,49046009,900,-0.03256678373850785,Average price
26533,21112848,Queens,John And Colleen,114975592,70,-0.10287928836387591,Lower price average
26534,21112924,Manhattan,Cameron,92463274,378,-0.07678741917759475,Average price
26535,21113189,Manhattan,Zsofia,67211684,760,-0.04442672427772656,Average price
26536,21116698,Brooklyn,Michael,36889012,150,-0.09610217948432237,Average price
26537,21118650,Brooklyn,Nikki,145187951,150,-0.09610217948432237,Average price
26538,21118725,Manhattan,Edhar,151316042,95,-0.10076144183901543,Lower price average
26539,21119908,Brooklyn,Maxim,28953246,100,-0.10033787253404333,Lower price average
26540,21120246,Brooklyn,Laurel,6378149,230,-0.08932507060476881,Average price
26541,21120547,Queens,Juan,152331348,170,-0.09440790226443398,Average price
26542,21121438,Bronx,Kaila,17766289,1200,-0.007152625440182041,Average price
26543,21121441,Manhattan,Amanda Haowei,152339773,975,-0.026213244163926397,Average price
26544,21121507,Brooklyn,Qais,25311373,79,-0.10211686361492614,Lower price average
26545,21121688,Brooklyn,Qais,25311373,89,-0.10126972500498195,Lower price average
26546,21122097,Manhattan,Max,39528519,448,-0.0708574489079854,Average price
26547,21122874,Bronx,Dominique,152353924,84,-0.10169329430995404,Lower price average
26548,21123576,Brooklyn,Jose,46019665,165,-0.09483147156940608,Average price
26549,21124150,Queens,Victor,152366935,100,-0.10033787253404333,Lower price average
26550,21125733,Brooklyn,Christopher,12632660,375,-0.07704156076057801,Average price
26551,21127460,Brooklyn,Anna,12317482,300,-0.08339510033515946,Average price
26552,21133911,Manhattan,Emily,131647128,9000,0.653615490316289,Higher price average
26553,21135737,Brooklyn,Dominic,18283,450,-0.07068802118599656,Average price
26554,21136103,Brooklyn,Scott,28839010,230,-0.08932507060476881,Average price
26555,21136144,Manhattan,Bel And Camila,54198006,100,-0.10033787253404333,Lower price average
26556,21136837,Brooklyn,Margaux,10823443,180,-0.09356076365448979,Average price
26557,21136851,Queens,Chris,5760970,300,-0.08339510033515946,Average price
26558,21138538,Manhattan,Ivan,149977050,398,-0.07509314195770636,Average price
26559,21138554,Brooklyn,Josh,7835116,700,-0.04950955593739172,Average price
26560,21138717,Manhattan,Dominique,70307900,8250,0.5900800945704744,Higher price average
26561,21138939,Brooklyn,Gerard,56113781,75,-0.10245571905890381,Lower price average
26562,21139003,Brooklyn,Jack,152505727,2250,0.08179692860395828,Average price
26563,21139175,Brooklyn,Clover,152493041,540,-0.06306377369649882,Average price
26564,21139541,Queens,Jimmy &Cindy,120767920,86,-0.10152386658796521,Lower price average
26565,21139788,Brooklyn,Chris,17344471,85,-0.10160858044895962,Lower price average
26566,21139869,Manhattan,Gane,28027678,115,-0.09906716461912704,Average price
26567,21139995,Brooklyn,Christopher,12424361,315,-0.08212439242024316,Average price
26568,21140860,Brooklyn,Guanchen,24523422,210,-0.0910193478246572,Average price
26569,21140951,Manhattan,Emily,131647128,8700,0.6282013320179631,Higher price average
26570,21141576,Queens,Luxi,152530167,148,-0.0962716072063112,Average price
26571,21141704,Manhattan,Erin,5443000,220,-0.09017220921471301,Average price
26572,21142363,Manhattan,Gary,119464278,3300,0.1707464826480986,Higher price average
26573,21147249,Queens,Rayan,75563831,172,-0.09423847454244513,Average price
26574,21147708,Manhattan,James,152584041,510,-0.06560518952633139,Average price
26575,21147943,Brooklyn,Liz And Cesar,11546043,1820,0.04536996837635796,Average price
26576,21148021,Manhattan,Shereen,17767705,180,-0.09356076365448979,Average price
26577,21148292,Manhattan,Ken,22541573,4770,0.29527585830989506,Higher price average
26578,21148829,Queens,Ari And Irin,57013,700,-0.04950955593739172,Average price
26579,21149773,Brooklyn,Sam,18413613,60,-0.1037264269738201,Lower price average
26580,21149901,Brooklyn,Kristina,152605245,105,-0.09991430322907123,Average price
26581,21151290,Brooklyn,Carmela,11571496,296,-0.08373395577913714,Average price
26582,21151399,Manhattan,Alexis,35413624,1650,0.03096861200730667,Average price
26583,21151898,Manhattan,Chris,109930093,345,-0.0795829765904106,Average price
26584,21153619,Manhattan,Kathy,35927005,170,-0.09440790226443398,Average price
26585,21154544,Manhattan,Dragana,66260832,750,-0.04527386288767075,Average price
26586,21155115,Manhattan,Margarette,152628203,480,-0.06814660535616397,Average price
26587,21156632,Bronx,Eliasz,150363476,600,-0.057980942036833655,Average price
26588,21158552,Brooklyn,Lauren,80772013,400,-0.07492371423571753,Average price
26589,21158775,Brooklyn,Jessica,1177497,319,-0.08178553697626549,Average price
26590,21159450,Manhattan,Nathan,152702239,300,-0.08339510033515946,Average price
26591,21160332,Brooklyn,Knut,120935104,24000,1.9243234052325793,The price is not average
26592,21160958,Brooklyn,G,2385790,80,-0.10203214975393173,Lower price average
