,id,neighbourhood_group,host_name,host_id,minimum_price,z_value_prices,z_interpretation
11852,9231341,Brooklyn,Pénélope,14667282,100,-0.10033787253404333,Lower price average
11853,9231791,Brooklyn,Hannah,47989547,60,-0.1037264269738201,Lower price average
11854,9232861,Manhattan,Tny,45595980,3960,0.22665763090441537,Higher price average
11855,9233068,Brooklyn,Heejoo,42528111,250,-0.08763079338488043,Average price
11856,9233338,Brooklyn,Sethu,47995413,100,-0.10033787253404333,Lower price average
11857,9233883,Manhattan,Andrea,43538528,875,-0.03468463026336833,Average price
11858,9235437,Manhattan,Mike,9419684,9120,0.6637811536356193,Higher price average
11859,9236348,Brooklyn,Daniel,48007438,95,-0.10076144183901543,Lower price average
11860,9237142,Brooklyn,Guy,11013791,3000,0.1453323243497728,Higher price average
11861,9237147,Manhattan,Fritz,47743811,600,-0.057980942036833655,Average price
11862,9237600,Manhattan,Kerry,17051015,175,-0.09398433295946187,Average price
11863,9237857,Manhattan,Ravi,17507097,900,-0.03256678373850785,Average price
11864,9238214,Queens,Nelson,48016303,156,-0.09559389631835585,Average price
11865,9238295,Manhattan,Slavka,24272490,179,-0.0936454775154842,Average price
11866,9238515,Queens,Gonzalo,48017685,60,-0.1037264269738201,Lower price average
11867,9238861,Manhattan,Egor,4396038,240,-0.08847793199482462,Average price
11868,9239252,Manhattan,Wenjia,47052253,410,-0.07407657562577333,Average price
11869,9240067,Manhattan,Elena,20761853,170,-0.09440790226443398,Average price
11870,9240346,Manhattan,Carol,2598539,120,-0.09864359531415494,Average price
11871,9240606,Brooklyn,Andy,14078910,150,-0.09610217948432237,Average price
11872,9241147,Brooklyn,Latane,39768761,220,-0.09017220921471301,Average price
11873,9241956,Manhattan,Millie,23267314,354,-0.07882055184146082,Average price
11874,9242243,Manhattan,Sworupa,3335559,180,-0.09356076365448979,Average price
11875,9247687,Queens,Vincent,48055483,70,-0.10287928836387591,Lower price average
11876,9247923,Manhattan,Anne,46631730,650,-0.053745248987112686,Average price
11877,9248049,Manhattan,Nina,48054322,165,-0.09483147156940608,Average price
11878,9248239,Brooklyn,Diana,48057837,75,-0.10245571905890381,Lower price average
11879,9248558,Manhattan,Wolcott,48059119,159,-0.0953397547353726,Average price
11880,9249597,Manhattan,Alexandre,20694807,900,-0.03256678373850785,Average price
11881,9249776,Manhattan,Christine,11120994,150,-0.09610217948432237,Average price
11882,9250196,Manhattan,Kara,30283594,6900,0.47571638222800827,Higher price average
11883,9250241,Manhattan,Wolcott,48059119,159,-0.0953397547353726,Average price
11884,9250374,Brooklyn,Tabitha,733282,7000,0.4841877683274502,Higher price average
11885,9250731,Brooklyn,Chrissy And Scott,798653,119,-0.09872830917514937,Average price
11886,9251088,Manhattan,Kara,30283594,7170,0.4985891246965015,Higher price average
11887,9253112,Brooklyn,Helga,1941852,80,-0.10203214975393173,Lower price average
11888,9253505,Manhattan,Tianni,3001268,99,-0.10042258639503775,Lower price average
11889,9253823,Manhattan,Katja,31537314,1250,-0.002916932390461073,Average price
11890,9253827,Brooklyn,Mathew,48078451,375,-0.07704156076057801,Average price
11891,9255049,Brooklyn,Jessica,902703,750,-0.04527386288767075,Average price
11892,9256750,Brooklyn,Elene,16865342,150,-0.09610217948432237,Average price
11893,9259254,Manhattan,Logan,12587611,800,-0.041038169837949785,Average price
11894,9260415,Bronx,Julia,48106825,94,-0.10084615570000985,Lower price average
11895,9260616,Brooklyn,Kristine,8996900,600,-0.057980942036833655,Average price
11896,9260911,Manhattan,Em,1974661,299,-0.08347981419615388,Average price
11897,9260951,Manhattan,Anders,3509166,2840,0.13177810659066572,Higher price average
11898,9261302,Brooklyn,Jessica,12780893,150,-0.09610217948432237,Average price
11899,9261392,Queens,K,7174662,176,-0.09389961909846746,Average price
11900,9263457,Manhattan,Deena,30637963,4000,0.23004618534419213,Higher price average
11901,9266394,Brooklyn,Katherine,48133396,7650,0.5392517779738227,Higher price average
11902,9269126,Manhattan,Fabiola,9372538,169,-0.09449261612542839,Average price
11903,9269191,Brooklyn,Ben,2801328,220,-0.09017220921471301,Average price
11904,9270122,Brooklyn,Ricardo,48148603,60,-0.1037264269738201,Lower price average
11905,9271742,Brooklyn,Ben,2801328,220,-0.09017220921471301,Average price
11906,9273161,Manhattan,Kate,48161896,390,-0.07577085284566172,Average price
11907,9274832,Brooklyn,Rebekah,48169083,110,-0.09949073392409914,Average price
11908,9275199,Brooklyn,Christopher,48170780,46,-0.10491242102774198,Lower price average
11909,9275453,Queens,Michael,48171900,80,-0.10203214975393173,Lower price average
11910,9276587,Manhattan,Jeff,2782391,450,-0.07068802118599656,Average price
11911,9276634,Manhattan,Mario,46323876,398,-0.07509314195770636,Average price
11912,9277581,Manhattan,Jorge,25687571,250,-0.08763079338488043,Average price
11913,9277608,Manhattan,Jonathan & Nancy,42047615,1950,0.056382770305632476,Average price
11914,9278192,Queens,Carlos,48183551,348,-0.07932883500742734,Average price
11915,9278786,Manhattan,Whitney,1449710,200,-0.0918664864346014,Average price
11916,9279920,Manhattan,Samantha,48190744,3045,0.14914444809452168,Higher price average
11917,9280902,Brooklyn,Hanson,1747007,1372,0.007418158650858088,Average price
11918,9281688,Brooklyn,Onome,114649,280,-0.08508937755504785,Average price
11919,9281747,Manhattan,Joey,11526455,270,-0.08593651616499204,Average price
11920,9282032,Manhattan,Felicia,4835399,1250,-0.002916932390461073,Average price
11921,9282443,Manhattan,Anna,5603037,3250,0.16651078959837765,Higher price average
11922,9282987,Brooklyn,Nani,11607339,260,-0.08678365477493624,Average price
11923,9283104,Brooklyn,Sergey,26885466,120,-0.09864359531415494,Average price
11924,9288411,Manhattan,Kasia,6640038,1050,-0.019859704589344943,Average price
11925,9289159,Manhattan,Tanya,43963802,1395,0.009366577453729734,Average price
11926,9291870,Manhattan,Janice,48244550,126,-0.09813531214818842,Average price
11927,9292072,Manhattan,Maggie,23429756,215,-0.0905957785196851,Average price
11928,9295059,Manhattan,Casey,11797330,417,-0.0734835785988124,Average price
11929,9296077,Manhattan,Marine,42064476,200,-0.0918664864346014,Average price
11930,9296089,Manhattan,David,34734634,1200,-0.007152625440182041,Average price
11931,9296598,Manhattan,Roberta,48264527,40,-0.1054207041937085,Lower price average
11932,9296742,Brooklyn,Wesley,48264768,55,-0.1041499962787922,Lower price average
11933,9297852,Brooklyn,Carolina,48261452,2970,0.14279090851994022,Higher price average
11934,9297960,Brooklyn,Aurora,10646374,246,-0.0879696488288581,Average price
11935,9298825,Brooklyn,Kim  And  Jordan,4631581,370,-0.0774651300655501,Average price
11936,9298895,Manhattan,Sabra,3856750,420,-0.07322943701582914,Average price
11937,9299515,Manhattan,Mariya,48277456,1400,0.00979014675870183,Average price
11938,9299707,Manhattan,Daniel,48278499,140,-0.09694931809426656,Average price
11939,9300556,Brooklyn,Miss Carolyn,1550888,2820,0.1300838293707773,Higher price average
11940,9300634,Brooklyn,Amy,15895218,268,-0.08610594388698088,Average price
11941,9301562,Brooklyn,Alicia,48287405,60,-0.1037264269738201,Lower price average
11942,9301647,Manhattan,Christina,9226879,210,-0.0910193478246572,Average price
11943,9301755,Manhattan,Rj,4865452,200,-0.0918664864346014,Average price
11944,9302921,Manhattan,Olivia,31038604,180,-0.09356076365448979,Average price
11945,9308016,Brooklyn,Jonathan,1516920,115,-0.09906716461912704,Average price
11946,9309192,Manhattan,Kevin,84320,2450,0.09873970080284215,Average price
11947,9310390,Manhattan,Ben,21893700,375,-0.07704156076057801,Average price
11948,9310959,Brooklyn,Ashley,7065964,150,-0.09610217948432237,Average price
11949,9311761,Manhattan,Tim,6655182,300,-0.08339510033515946,Average price
11950,9312190,Bronx,Diana,6930315,159,-0.0953397547353726,Average price
11951,9313531,Brooklyn,Luis Enrique,10387090,600,-0.057980942036833655,Average price
11952,9313758,Brooklyn,Jonathan,1516920,57,-0.10398056855680336,Lower price average
11953,9314139,Manhattan,Dino,48345272,2125,0.07120769597965586,Average price
11954,9315478,Manhattan,Meredith,15815555,200,-0.0918664864346014,Average price
11955,9315567,Manhattan,Kandisann,48351548,65,-0.103302857668848,Lower price average
11956,9315797,Brooklyn,Tomas,1838431,975,-0.026213244163926397,Average price
11957,9316528,Brooklyn,Tomas,48356150,1050,-0.019859704589344943,Average price
11958,9316653,Manhattan,Ginger,31245408,90,-0.10118501114398752,Lower price average
11959,9317779,Manhattan,Enzo,30738895,100,-0.10033787253404333,Lower price average
11960,9319328,Manhattan,James,48370995,100,-0.10033787253404333,Lower price average
11961,9319688,Queens,Magdalena,48372942,154,-0.09576332404034468,Average price
11962,9324841,Brooklyn,Danny,9659504,660,-0.052898110377168496,Average price
11963,9325951,Manhattan,Jonathan,33377685,760,-0.04442672427772656,Average price
11964,9325979,Manhattan,Mo,48402458,380,-0.07661799145560591,Average price
11965,9327458,Brooklyn,Jason,48410883,135,-0.09737288739923866,Average price
11966,9328355,Brooklyn,Janice,2754405,2160,0.07417268111446054,Average price
11967,9328578,Manhattan,Tanya,43963802,690,-0.05035669454733591,Average price
11968,9329015,Manhattan,Faruk,11241615,1250,-0.002916932390461073,Average price
11969,9329090,Manhattan,Christina,9226879,560,-0.06136949647661043,Average price
11970,9330135,Brooklyn,Evelyn,48423154,425,-0.07280586771085704,Average price
11971,9330771,Manhattan,Cy,28396398,2970,0.14279090851994022,Higher price average
11972,9330884,Manhattan,Kyle,48427159,600,-0.057980942036833655,Average price
11973,9331036,Brooklyn,Nika,20267329,198,-0.09203591415659024,Average price
11974,9331114,Brooklyn,Jeff,1698259,980,-0.0257896748589543,Average price
11975,9331413,Brooklyn,Efrat,17433287,724,-0.04747642327352566,Average price
11976,9331520,Brooklyn,Autumn,6894897,330,-0.08085368450532689,Average price
11977,9331671,Manhattan,Kevin,48431029,525,-0.06433448161141511,Average price
11978,9331683,Brooklyn,Jacopo,45589955,600,-0.057980942036833655,Average price
11979,9332872,Brooklyn,David  & Nancy,48356908,209,-0.09110406168565162,Average price
11980,9332926,Manhattan,Filip,48437907,110,-0.09949073392409914,Average price
11981,9333533,Brooklyn,Carlos,48442001,350,-0.0791594072854385,Average price
11982,9334086,Manhattan,Khaleed,25402037,160,-0.09525504087437817,Average price
11983,9334185,Bronx,Marisol,48249473,75,-0.10245571905890381,Lower price average
11984,9334228,Manhattan,Olivera,1423321,490,-0.06729946674621978,Average price
11985,9334365,Manhattan,Julia,20592462,125,-0.09822002600918285,Average price
11986,9334840,Queens,Nick,2716515,70,-0.10287928836387591,Lower price average
11987,9336526,Queens,Xiangyu,27962518,180,-0.09356076365448979,Average price
11988,9339253,Brooklyn,Kimberly,48471249,200,-0.0918664864346014,Average price
11989,9340975,Brooklyn,Sarah,1939202,1600,0.026732918957585703,Average price
11990,9341144,Manhattan,Sandra,377783,3000,0.1453323243497728,Higher price average
11991,9341196,Manhattan,Jesse,5549166,285,-0.08466580825007575,Average price
11992,9341671,Manhattan,Stav,350553,750,-0.04527386288767075,Average price
11993,9342019,Queens,Benjamin,22308430,288,-0.08441166666709249,Average price
11994,9342478,Brooklyn,Kathleen,10406276,126,-0.09813531214818842,Average price
11995,9343313,Manhattan,Rachel,11824700,95,-0.10076144183901543,Lower price average
11996,9343350,Manhattan,Rachel,11824700,440,-0.07153515979594074,Average price
11997,9343634,Manhattan,Benjamin,48492929,627,-0.05569366778998433,Average price
11998,9344858,Brooklyn,Efrat,17433287,354,-0.07882055184146082,Average price
11999,9345056,Brooklyn,Martina,16963843,250,-0.08763079338488043,Average price
12000,9345131,Brooklyn,Maria,4429743,95,-0.10076144183901543,Lower price average
12001,9345523,Manhattan,XiWei,39333015,85,-0.10160858044895962,Lower price average
12002,9347368,Manhattan,Peter,48511336,1000,-0.024095397639065912,Average price
12003,9348111,Brooklyn,Scott,3311487,322,-0.08153139539328223,Average price
12004,9348923,Brooklyn,Chris,6264251,220,-0.09017220921471301,Average price
12005,9348941,Manhattan,Nikali,7992346,149,-0.09618689334531678,Average price
12006,9349010,Manhattan,Ofer,3716641,3120,0.1554979876691031,Higher price average
12007,9349116,Brooklyn,Ian,5854655,200,-0.0918664864346014,Average price
12008,9349221,Brooklyn,Erin,35489917,99,-0.10042258639503775,Lower price average
12009,9349950,Brooklyn,Taylor,10621509,400,-0.07492371423571753,Average price
12010,9350295,Manhattan,Sandy,2539393,400,-0.07492371423571753,Average price
12011,9350645,Brooklyn,Madeline,13031745,392,-0.07560142512367288,Average price
12012,9350729,Brooklyn,Soria,2953015,126,-0.09813531214818842,Average price
12013,9351006,Brooklyn,Yemi,47784768,138,-0.0971187458162554,Average price
12014,9351013,Queens,Alexander,48532777,89,-0.10126972500498195,Lower price average
12015,9351679,Queens,Despina,48534909,396,-0.0752625696796952,Average price
12016,9352565,Manhattan,Vikram,33281828,560,-0.06136949647661043,Average price
12017,9355498,Brooklyn,Richelle And Pela,10909829,600,-0.057980942036833655,Average price
12018,9356909,Brooklyn,Elyssa,9038714,398,-0.07509314195770636,Average price
12019,9358066,Manhattan,Priyanka,34654571,2400,0.09450400775312119,Average price
12020,9358718,Manhattan,Michael,23716267,175,-0.09398433295946187,Average price
12021,9359564,Manhattan,Dor,19195540,900,-0.03256678373850785,Average price
12022,9359933,Brooklyn,Nathan,1733622,40,-0.1054207041937085,Lower price average
12023,9360968,Brooklyn,Charis,29988752,200,-0.0918664864346014,Average price
12024,9361107,Brooklyn,Ayanna,48576700,340,-0.08000654589538268,Average price
12025,9361349,Manhattan,Ben,48577772,960,-0.027483952078842685,Average price
12026,9362344,Brooklyn,Liubov,820010,60,-0.1037264269738201,Lower price average
12027,9362388,Manhattan,Mo,4983133,630,-0.05543952620700107,Average price
12028,9362527,Manhattan,Kyron,48582770,300,-0.08339510033515946,Average price
12029,9362788,Manhattan,Vicki,812866,450,-0.07068802118599656,Average price
12030,9363966,Manhattan,Adam,48588586,75,-0.10245571905890381,Lower price average
12031,9364184,Manhattan,Clark,24708016,510,-0.06560518952633139,Average price
12032,9364626,Brooklyn,Sarine,22141007,150,-0.09610217948432237,Average price
12033,9364750,Manhattan,Gregory,48592068,75,-0.10245571905890381,Lower price average
12034,9365025,Brooklyn,Katherine,2376644,160,-0.09525504087437817,Average price
12035,9365126,Brooklyn,George,48593631,417,-0.0734835785988124,Average price
12036,9365176,Manhattan,Alex,48593893,500,-0.06645232813627559,Average price
12037,9365502,Manhattan,Chanel,3843401,150,-0.09610217948432237,Average price
12038,9366053,Brooklyn,Stephanie,258409,270,-0.08593651616499204,Average price
12039,9366256,Manhattan,Mona,10549294,220,-0.09017220921471301,Average price
12040,9366707,Manhattan,Marc,48601058,592,-0.05865865292478901,Average price
12041,9366904,Manhattan,Ava,31668272,300,-0.08339510033515946,Average price
12042,9367337,Bronx,Katherine,48603884,417,-0.0734835785988124,Average price
12043,9367923,Manhattan,William,24975940,996,-0.02443425308304359,Average price
12044,9368365,Manhattan,Sofi,22157668,1250,-0.002916932390461073,Average price
12045,9368754,Manhattan,Jenny,801176,615,-0.05671023412191736,Average price
12046,9369426,Brooklyn,Talia,943095,180,-0.09356076365448979,Average price
12047,9369514,Brooklyn,Alex,27974952,750,-0.04527386288767075,Average price
12048,9370370,Queens,Yvonne,48618336,1950,0.056382770305632476,Average price
12049,9370538,Manhattan,Juliana,6452596,500,-0.06645232813627559,Average price
12050,9370896,Brooklyn,Geert,46638648,4060,0.2351290170038573,Higher price average
12051,9371009,Manhattan,Vanessa K,5993775,330,-0.08085368450532689,Average price
12052,9371045,Manhattan,Khalil,32975805,400,-0.07492371423571753,Average price
12053,9371171,Manhattan,Tida,149430,600,-0.057980942036833655,Average price
12054,9371173,Brooklyn,Tara,6337128,480,-0.06814660535616397,Average price
12055,9373167,Manhattan,Campbell,3289567,220,-0.09017220921471301,Average price
12056,9374263,Queens,Aston,48638439,6000,0.39947390733303084,Higher price average
12057,9377185,Brooklyn,Manny,1021134,120,-0.09864359531415494,Average price
12058,9379983,Manhattan,Connor,48664130,410,-0.07407657562577333,Average price
12059,9380474,Brooklyn,Chris,48578050,350,-0.0791594072854385,Average price
12060,9381315,Manhattan,Anhad,7379511,183,-0.09330662207150653,Average price
12061,9381449,Brooklyn,Donovan,27499750,125,-0.09822002600918285,Average price
12062,9381657,Brooklyn,Sarah,822839,140,-0.09694931809426656,Average price
12063,9382195,Brooklyn,Jessica,48674244,1260,-0.0020697937805168793,Average price
12064,9382719,Brooklyn,Akash,8237570,375,-0.07704156076057801,Average price
12065,9383071,Brooklyn,Lincoln,48677964,150,-0.09610217948432237,Average price
12066,9383406,Manhattan,Mike,6991164,199,-0.09195120029559582,Average price
12067,9384367,Manhattan,Judy,48627335,130,-0.09779645670421075,Average price
12068,9384723,Manhattan,Zachary Robert,13838573,8835,0.6396377032522097,Higher price average
12069,9384981,Brooklyn,Amaya,3388950,288,-0.08441166666709249,Average price
12070,9385790,Brooklyn,Rachel,23268312,540,-0.06306377369649882,Average price
12071,9386923,Brooklyn,Tom & Nic,4769886,168,-0.09457732998642282,Average price
12072,9387120,Manhattan,Anne,48695642,100,-0.10033787253404333,Lower price average
12073,9387436,Brooklyn,Rhonda,48696992,260,-0.08678365477493624,Average price
12074,9387914,Manhattan,Austin,6753765,1140,-0.012235457099847202,Average price
12075,9390084,Manhattan,Alex,47581480,700,-0.04950955593739172,Average price
12076,9390729,Manhattan,Elisabeth,15280538,1395,0.009366577453729734,Average price
12077,9391430,Manhattan,Eli,6487616,525,-0.06433448161141511,Average price
12078,9391509,Brooklyn,Eka,48712266,825,-0.0389203233130893,Average price
12079,9391541,Manhattan,Jeremy & Laura,16098958,4680,0.2876516108203973,Higher price average
12080,9391609,Manhattan,Jeremy & Laura,16098958,5730,0.3766011648645376,Higher price average
12081,9392042,Brooklyn,Lucy,9703540,2240,0.08094978999401409,Average price
12082,9393005,Manhattan,Zachary,14847501,305,-0.08297153103018737,Average price
12083,9393127,Manhattan,Katherine,47730499,200,-0.0918664864346014,Average price
12084,9393134,Brooklyn,Bjorn,32812120,780,-0.04273244705783817,Average price
12085,9393314,Manhattan,Zachary,14847501,525,-0.06433448161141511,Average price
12086,9393332,Brooklyn,Patricia,46467513,85,-0.10160858044895962,Lower price average
12087,9393343,Manhattan,Alexandra,35899921,300,-0.08339510033515946,Average price
12088,9393610,Brooklyn,Gaute,48723117,316,-0.08203967855924875,Average price
12089,9393674,Manhattan,Michael,1557889,600,-0.057980942036833655,Average price
12090,9393885,Manhattan,Carlo,48723057,900,-0.03256678373850785,Average price
12091,9394188,Bronx,Maria,38805180,195,-0.0922900557395735,Average price
12092,9394266,Manhattan,Antonia,48726094,200,-0.0918664864346014,Average price
12093,9394419,Brooklyn,Moira,3732336,127,-0.09805059828719401,Average price
12094,9395128,Queens,Nan,36577517,98,-0.10050730025603218,Lower price average
12095,9396442,Manhattan,Mahesh,26347594,108,-0.09966016164608797,Average price
12096,9400570,Manhattan,Claudio,48489264,3630,0.19870205677625696,Higher price average
12097,9401453,Manhattan,Montana,39694819,180,-0.09356076365448979,Average price
12098,9401508,Brooklyn,Eva,48757168,170,-0.09440790226443398,Average price
12099,9401601,Manhattan,Tam,10999333,720,-0.04781527871750333,Average price
12100,9401880,Manhattan,Jt,24530091,13250,1.0136493995425713,Higher price average
12101,9402784,Brooklyn,Adam,20475463,500,-0.06645232813627559,Average price
12102,9403937,Manhattan,Jeremy & Laura,16098958,5250,0.3359385115872163,Higher price average
12103,9404068,Manhattan,Jeremy & Laura,16098958,5250,0.3359385115872163,Higher price average
12104,9404707,Manhattan,Ashley,381669,760,-0.04442672427772656,Average price
12105,9404709,Brooklyn,Spyridon,2743716,630,-0.05543952620700107,Average price
12106,9404985,Manhattan,Leo,48771768,320,-0.08170082311527108,Average price
12107,9405124,Manhattan,Andrew,19059946,51,-0.10448885172276988,Lower price average
12108,9405466,Manhattan,Thomas,3414967,150,-0.09610217948432237,Average price
12109,9405895,Brooklyn,Mathieu,48775347,975,-0.026213244163926397,Average price
12110,9407719,Brooklyn,William,8712984,297,-0.08364924191814271,Average price
12111,9407921,Manhattan,Jake,48784045,150,-0.09610217948432237,Average price
12112,9408123,Brooklyn,Brenda,31368679,280,-0.08508937755504785,Average price
12113,9408218,Manhattan,Olga,48784879,220,-0.09017220921471301,Average price
12114,9408391,Brooklyn,Alexa,24338701,500,-0.06645232813627559,Average price
12115,9409457,Brooklyn,Violet,48790146,250,-0.08763079338488043,Average price
12116,9409873,Manhattan,Alex,1442864,1100,-0.015624011539623976,Average price
12117,9410042,Brooklyn,Leslie,2370614,616,-0.05662552026092294,Average price
12118,9410527,Brooklyn,Karoline,1401316,800,-0.041038169837949785,Average price
12119,9410580,Manhattan,Mama,47993495,120,-0.09864359531415494,Average price
12120,9411914,Manhattan,Fer,17234494,65,-0.103302857668848,Lower price average
12121,9412276,Manhattan,David,7683847,110,-0.09949073392409914,Average price
12122,9412522,Bronx,Marisol,48249473,189,-0.09279833890554001,Average price
12123,9412636,Manhattan,Yuhao,24244132,120,-0.09864359531415494,Average price
12124,9412913,Manhattan,Pavan,26926354,450,-0.07068802118599656,Average price
12125,9413287,Brooklyn,Erik,3337974,195,-0.0922900557395735,Average price
12126,9413809,Brooklyn,Melanie,492064,256,-0.08712251021891392,Average price
12127,9414019,Brooklyn,Jenny,1333485,400,-0.07492371423571753,Average price
12128,9414237,Brooklyn,Jacob,14435697,1680,0.03351002783713925,Average price
12129,9414317,Brooklyn,Kelly,48811662,225,-0.08974863990974091,Average price
12130,9414496,Manhattan,Shannon,37169371,69,-0.10296400222487033,Lower price average
12131,9414521,Manhattan,Fabiana,23850513,600,-0.057980942036833655,Average price
12132,9415026,Manhattan,Sierra,14995329,95,-0.10076144183901543,Lower price average
12133,9415109,Brooklyn,Wesley,48816743,284,-0.08475052211107018,Average price
12134,9415568,Manhattan,Mike,17764174,210,-0.0910193478246572,Average price
12135,9415685,Queens,M&L,43908809,310,-0.08254796172521527,Average price
12136,9415828,Manhattan,Kristina,43864152,600,-0.057980942036833655,Average price
12137,9416007,Brooklyn,Alex & Alena,31680304,210,-0.0910193478246572,Average price
12138,9416198,Manhattan,Fred,48823036,180,-0.09356076365448979,Average price
12139,9420768,Manhattan,Marcella,48603189,70,-0.10287928836387591,Lower price average
12140,9422196,Manhattan,Cindy,12154291,95,-0.10076144183901543,Lower price average
12141,9422573,Brooklyn,Leecia,248490,300,-0.08339510033515946,Average price
12142,9423397,Brooklyn,Yuna,48854322,645,-0.05416881829208478,Average price
12143,9424217,Manhattan,Joseph,12122228,1860,0.048758522816134735,Average price
12144,9425220,Manhattan,Kalyani,48861563,40,-0.1054207041937085,Lower price average
12145,9425357,Brooklyn,Adrian,31985378,180,-0.09356076365448979,Average price
12146,9425524,Brooklyn,Rindon,5753744,42,-0.10525127647171965,Lower price average
12147,9426406,Brooklyn,Crystal,12241602,875,-0.03468463026336833,Average price
12148,9426418,Brooklyn,Andrew,32725953,400,-0.07492371423571753,Average price
12149,9426526,Manhattan,Nissim,48866651,2100,0.06908984945479538,Average price
12150,9427331,Brooklyn,Brad,48870194,216,-0.09051106465869069,Average price
12151,9427868,Queens,Ann,23234988,1000,-0.024095397639065912,Average price
12152,9428356,Manhattan,Alyssa,47507350,115,-0.09906716461912704,Average price
12153,9429015,Manhattan,Whitney,13129524,275,-0.08551294686001995,Average price
12154,9430502,Brooklyn,Kyle,3100823,40,-0.1054207041937085,Lower price average
12155,9431085,Brooklyn,Sonia,1601345,867,-0.03536234115132369,Average price
12156,9433088,Brooklyn,Stan,34236533,650,-0.053745248987112686,Average price
12157,9434105,Manhattan,Luiz & Daniel,26299995,165,-0.09483147156940608,Average price
12158,9434432,Manhattan,Sean,8012008,250,-0.08763079338488043,Average price
12159,9434464,Manhattan,Justin,1241420,520,-0.0647580509163872,Average price
12160,9434495,Brooklyn,Beth,48899796,120,-0.09864359531415494,Average price
12161,9434513,Brooklyn,Lindsay,48899736,99,-0.10042258639503775,Lower price average
12162,9434801,Brooklyn,Sharif,10335025,250,-0.08763079338488043,Average price
12163,9435315,Manhattan,Ashish,35539248,1950,0.056382770305632476,Average price
12164,9435428,Manhattan,Hasan,48904356,150,-0.09610217948432237,Average price
12165,9435503,Manhattan,MaElena,16722827,180,-0.09356076365448979,Average price
12166,9435931,Brooklyn,Mariana,5037211,1375,0.007672300233841346,Average price
12167,9436038,Manhattan,Nissim,48866651,2100,0.06908984945479538,Average price
12168,9436049,Brooklyn,Fernando,7117596,117,-0.0988977368971382,Average price
12169,9436311,Manhattan,Al,4284267,555,-0.06179306578158252,Average price
12170,9437085,Manhattan,Alec,48913242,98,-0.10050730025603218,Lower price average
12171,9437574,Brooklyn,Michaela,20496152,69,-0.10296400222487033,Lower price average
12172,9443911,Brooklyn,Aaron,48943908,660,-0.052898110377168496,Average price
12173,9444324,Manhattan,Alana,15873085,550,-0.062216635086554624,Average price
12174,9444819,Manhattan,Rona,14266812,450,-0.07068802118599656,Average price
12175,9444997,Manhattan,Tolley,29417940,300,-0.08339510033515946,Average price
12176,9445342,Manhattan,Nissim,48866651,2400,0.09450400775312119,Average price
12177,9445501,Manhattan,Nissim,48866651,2400,0.09450400775312119,Average price
12178,9445593,Manhattan,Jocelyn,48949937,930,-0.030025367908675268,Average price
12179,9445789,Manhattan,Nissim,48866651,2100,0.06908984945479538,Average price
12180,9447274,Manhattan,Jeff,9703336,325,-0.08127725381029897,Average price
12181,9450180,Queens,Esin,7989399,195,-0.0922900557395735,Average price
12182,9451126,Brooklyn,Margarita,48970186,620,-0.05628666481694527,Average price
12183,9451334,Brooklyn,Ana,3718888,45,-0.1049971348887364,Lower price average
12184,9451492,Manhattan,Dan,25406270,500,-0.06645232813627559,Average price
12185,9451597,Brooklyn,Emmanuelle,6630815,98,-0.10050730025603218,Lower price average
12186,9451768,Manhattan,Miriam,48977782,150,-0.09610217948432237,Average price
12187,9451784,Brooklyn,Caroline,22953164,160,-0.09525504087437817,Average price
12188,9452124,Manhattan,Ben,34403316,145,-0.09652574878929446,Average price
12189,9452237,Queens,Edward,5855145,250,-0.08763079338488043,Average price
12190,9452728,Queens,Lily,48983104,60,-0.1037264269738201,Lower price average
12191,9452887,Brooklyn,Robin Laverne,23909946,150,-0.09610217948432237,Average price
12192,9453245,Bronx,Matiss,3784521,490,-0.06729946674621978,Average price
12193,9453653,Brooklyn,Luigi,48988714,531,-0.0638261984454486,Average price
12194,9457270,Manhattan,Michael,48320077,199,-0.09195120029559582,Average price
12195,9457285,Manhattan,Emel,8604689,642,-0.05442295987506804,Average price
12196,9457917,Manhattan,Murtaza,49011283,210,-0.0910193478246572,Average price
12197,9458150,Brooklyn,Veronica,7571483,420,-0.07322943701582914,Average price
12198,9458704,Manhattan,Iradj,49015331,480,-0.06814660535616397,Average price
12199,9459037,Queens,John,33368633,456,-0.07017973802003004,Average price
12200,9459232,Manhattan,Lorien,4052055,45,-0.1049971348887364,Lower price average
12201,9460093,Manhattan,Valerie,17263290,45,-0.1049971348887364,Lower price average
12202,9461187,Brooklyn,Loretta,49027658,143,-0.0966951765112833,Average price
12203,9461236,Brooklyn,Monika,29408743,1450,0.014025839808422797,Average price
12204,9461660,Manhattan,Nazgol,11611066,90,-0.10118501114398752,Lower price average
12205,9461669,Brooklyn,Jennifer,29518662,225,-0.08974863990974091,Average price
12206,9461803,Manhattan,Ronnie,2611503,675,-0.051627402462252205,Average price
12207,9461851,Manhattan,Quentin,1374432,300,-0.08339510033515946,Average price
12208,9462694,Brooklyn,Sam,10240786,150,-0.09610217948432237,Average price
12209,9463039,Manhattan,Dimitrios,5857948,3640,0.19954919538620117,Higher price average
12210,9463261,Manhattan,Aga,30942491,1240,-0.0037640710004052664,Average price
12211,9464046,Brooklyn,Damian,1607111,390,-0.07577085284566172,Average price
12212,9464137,Manhattan,Naomi,42956813,175,-0.09398433295946187,Average price
