,Sale Price,Building Class At Time Of Sale,City,Neighbourhood,z_value_prices
9672,775000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10690390618614769
9673,830000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10432644787403883
9674,945000.0,D4,manhattan,Murray Hill / Kips Bay,-0.0989372168578112
9675,1625000.0,D4,manhattan,Murray Hill / Kips Bay,-0.06707045954446526
9676,1342000.0,D4,manhattan,Murray Hill / Kips Bay,-0.08033265413222541
9692,455000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12190002727478107
9693,410000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12400885680287015
9694,480000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12072845531473159
9695,1300000.0,D4,manhattan,Murray Hill / Kips Bay,-0.08230089502510854
9696,405000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12424317119488004
9697,400000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12447748558688994
9698,887500.0,D4,manhattan,Murray Hill / Kips Bay,-0.10163183236592502
9699,689000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1109341137287179
9700,650000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1127617659863951
9701,550000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11744805382659304
9702,390000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12494611437090973
9703,482000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12063472955792763
9704,1170000.0,D4,manhattan,Murray Hill / Kips Bay,-0.08839306921736585
9705,648000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11285549174319906
9706,2975000.0,D4,manhattan,Murray Hill / Kips Bay,-0.003805573701793174
9707,590000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11557353869051386
9708,2250000.0,D4,manhattan,Murray Hill / Kips Bay,-0.037781160543228186
9709,110000.0,D4,manhattan,Murray Hill / Kips Bay,-0.13806772032346393
9710,760000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10760684936217738
9711,1510000.0,D4,manhattan,Murray Hill / Kips Bay,-0.07245969056069289
9712,600000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11510490990649407
9713,570000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11651079625855344
9714,880000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10198330395393986
9715,1670000.0,D4,manhattan,Murray Hill / Kips Bay,-0.0649616300163762
9716,389000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1249929772493117
9717,535000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11815099700262273
9718,368000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12597709769575327
9719,362500.0,D4,manhattan,Murray Hill / Kips Bay,-0.12623484352696415
9721,1320000.0,D4,manhattan,Murray Hill / Kips Bay,-0.08136363745706895
9722,699000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11046548494469811
9725,430000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12307159923483055
9727,765000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10737253497016748
9728,430000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12307159923483055
9729,875000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10221761834594975
9730,625000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11393333794644459
9731,870000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10245193273795965
9732,395000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12471179997889983
9733,385000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12518042876291963
9734,352500.0,D4,manhattan,Murray Hill / Kips Bay,-0.12670347231098394
9735,410000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12400885680287015
9736,354000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12663317799338097
9737,330000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1277578870750285
9738,100000.0,D4,manhattan,Murray Hill / Kips Bay,-0.13853634910748372
9739,296000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12935122494069579
9740,299000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12921063630548985
9741,580000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11604216747453365
9742,835000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10409213348202893
9743,805000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10549801983408831
9744,1170000.0,D4,manhattan,Murray Hill / Kips Bay,-0.08839306921736585
9745,940000.0,D4,manhattan,Murray Hill / Kips Bay,-0.0991715312498211
9747,497500.0,D4,manhattan,Murray Hill / Kips Bay,-0.11990835494269696
9748,485000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12049414092272169
9749,390000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12494611437090973
9750,515000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11908825457066231
9751,490000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1202598265307118
9752,580000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11604216747453365
9753,380000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1254147431549295
9755,500000.0,D4,manhattan,Murray Hill / Kips Bay,-0.119791197746692
9756,385000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12518042876291963
9759,460000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12166571288277117
9760,479000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12077531819313357
9761,925000.0,D4,manhattan,Murray Hill / Kips Bay,-0.09987447442585079
9762,868000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10254565849476362
9766,320000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1282265158590483
9767,636406.0,D4,manhattan,Murray Hill / Kips Bay,-0.11339881995539161
9768,880000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10198330395393986
9770,475000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12096276970674148
9771,427000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12321218787003649
9773,537500.0,D4,manhattan,Murray Hill / Kips Bay,-0.11803383980661777
9774,380000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1254147431549295
9775,580000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11604216747453365
9776,400000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12447748558688994
9777,1200000.0,D4,manhattan,Murray Hill / Kips Bay,-0.08698718286530648
9778,610000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11463628112247427
9779,670000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11182450841835552
9780,712000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10985626752547238
9781,352500.0,D4,manhattan,Murray Hill / Kips Bay,-0.12670347231098394
9782,400000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12447748558688994
9783,625000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11393333794644459
9784,720000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10948136449825654
9786,725000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10924705010624665
9787,955000.0,D4,manhattan,Murray Hill / Kips Bay,-0.09846858807379141
9788,625000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11393333794644459
9789,379000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1254616060333315
9790,1140000.0,D4,manhattan,Murray Hill / Kips Bay,-0.08979895556942523
9791,530000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11838531139463263
9792,590000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11557353869051386
9793,370000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1258833719389493
9794,310000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12869514464306808
9795,427000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12321218787003649
9797,730000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10901273571423675
9799,715000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10971567889026644
9800,405000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12424317119488004
9801,418000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12363395377565431
9802,419000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12358709089725232
9803,640000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1132303947704149
9804,999000.0,D4,manhattan,Murray Hill / Kips Bay,-0.09640662142410432
9805,625000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11393333794644459
9806,535000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11815099700262273
9807,410000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12400885680287015
9808,680000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11135587963433573
9809,420000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12354022801885035
9810,795000.0,D4,manhattan,Murray Hill / Kips Bay,-0.1059666486181081
9811,615000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11440196673046438
9812,780000.0,D4,manhattan,Murray Hill / Kips Bay,-0.10666959179413779
9813,390000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12494611437090973
9814,559000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11702628792097522
9815,420000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12354022801885035
9816,475000.0,D4,manhattan,Murray Hill / Kips Bay,-0.12096276970674148
9817,532000.0,D4,manhattan,Murray Hill / Kips Bay,-0.11829158563782867
9819,446078.0,D4,manhattan,Murray Hill / Kips Bay,-0.12231813787588353
9820,210000.0,RR,manhattan,Murray Hill / Kips Bay,-0.133381432483266
9823,2550000.0,R4,manhattan,Murray Hill / Kips Bay,-0.023722297022634387
9824,1265000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08394109576917781
9825,1547740.0,R4,manhattan,Murray Hill / Kips Bay,-0.07069108552980219
9826,1500000.0,R4,manhattan,Murray Hill / Kips Bay,-0.07292831934471268
9827,3530000.0,R4,manhattan,Murray Hill / Kips Bay,0.02220332381130535
9829,3150000.0,R4,manhattan,Murray Hill / Kips Bay,0.004395430018553208
9830,1185000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08769012604133616
9831,1775000.0,R4,manhattan,Murray Hill / Kips Bay,-0.060041027784168366
9832,1240000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0851126677292273
9834,2750000.0,R4,manhattan,Murray Hill / Kips Bay,-0.014349721342238522
9835,3017500.0,R4,manhattan,Murray Hill / Kips Bay,-0.0018139013697090526
9836,1685000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0642586868403465
9837,1700000.0,R4,manhattan,Murray Hill / Kips Bay,-0.06355574366431681
9838,1700000.0,R4,manhattan,Murray Hill / Kips Bay,-0.06355574366431681
9839,1310000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08183226624108875
9840,1370000.0,R4,manhattan,Murray Hill / Kips Bay,-0.07902049353697
9841,1090000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0921420994895242
9842,1550000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0705851754246137
9844,1520000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0719910617766731
9845,3800000.0,R4,manhattan,Murray Hill / Kips Bay,0.03485630097983977
9846,4500000.0,R4,manhattan,Murray Hill / Kips Bay,0.0676603158612253
9847,2807038.0,R4,manhattan,Murray Hill / Kips Bay,-0.011676756483946425
9848,2797158.0,R4,manhattan,Murray Hill / Kips Bay,-0.012139761722557981
9849,1700000.0,R4,manhattan,Murray Hill / Kips Bay,-0.06355574366431681
9850,1710362.0,R4,manhattan,Murray Hill / Kips Bay,-0.06307015051831551
9851,2877677.0,R4,manhattan,Murray Hill / Kips Bay,-0.008366409616509007
9852,1720613.0,R4,manhattan,Murray Hill / Kips Bay,-0.06258975915181682
9853,1935362.0,R4,manhattan,Murray Hill / Kips Bay,-0.052526002877870154
9854,2892183.0,R4,manhattan,Murray Hill / Kips Bay,-0.007686616702409895
9855,2886808.0,R4,manhattan,Murray Hill / Kips Bay,-0.007938504673820535
9856,1859613.0,R4,manhattan,Murray Hill / Kips Bay,-0.05607581905394168
9857,1759362.0,R4,manhattan,Murray Hill / Kips Bay,-0.06077386947661852
9858,2912183.0,R4,manhattan,Murray Hill / Kips Bay,-0.006749359134370309
9859,2916808.0,R4,manhattan,Murray Hill / Kips Bay,-0.006532618321761155
9860,1790613.0,R4,manhattan,Murray Hill / Kips Bay,-0.05930935766367826
9861,1797711.0,R4,manhattan,Murray Hill / Kips Bay,-0.05897672495278101
9862,2967184.0,R4,manhattan,Murray Hill / Kips Bay,-0.004171853959383044
9863,1835613.0,R4,manhattan,Murray Hill / Kips Bay,-0.05720052813558919
9864,3017500.0,R4,manhattan,Murray Hill / Kips Bay,-0.0018139013697090526
9865,2991808.0,R4,manhattan,Murray Hill / Kips Bay,-0.0030179024416127054
9866,3000000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0026340017417436907
9867,3071560.0,R4,manhattan,Murray Hill / Kips Bay,0.0007195058367019496
9868,3237183.0,R4,manhattan,Murray Hill / Kips Bay,0.008481076346272971
9870,1895000.0,R4,manhattan,Murray Hill / Kips Bay,-0.054417482375930845
9871,3066808.0,R4,manhattan,Murray Hill / Kips Bay,0.0004968134385357439
9872,1975000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0506684521037725
9873,2085000.0,R4,manhattan,Murray Hill / Kips Bay,-0.04551353547955477
9874,3316808.0,R4,manhattan,Murray Hill / Kips Bay,0.012212533039030575
9875,1999999.0,R4,manhattan,Murray Hill / Kips Bay,-0.04949692700660142
9876,3267183.0,R4,manhattan,Murray Hill / Kips Bay,0.009886962698332351
9877,2095000.0,R4,manhattan,Murray Hill / Kips Bay,-0.04504490669553498
9878,3179600.0,R4,manhattan,Murray Hill / Kips Bay,0.005782571219251796
9879,2037750.0,R4,manhattan,Murray Hill / Kips Bay,-0.0477278064840483
9880,2037750.0,R4,manhattan,Murray Hill / Kips Bay,-0.0477278064840483
9881,3281808.0,R4,manhattan,Murray Hill / Kips Bay,0.010572332294961299
9882,2079863.0,R4,manhattan,Murray Hill / Kips Bay,-0.04575427008590574
9883,3361500.0,R4,manhattan,Murray Hill / Kips Bay,0.014306928800571835
9884,2160613.0,R4,manhattan,Murray Hill / Kips Bay,-0.04197009265494591
9885,3545044.0,R4,manhattan,Murray Hill / Kips Bay,0.022908328953984727
9886,2185613.0,R4,manhattan,Murray Hill / Kips Bay,-0.04079852069489643
9887,3529683.0,R4,manhattan,Murray Hill / Kips Bay,0.022188468278851924
9888,3582757.0,R4,manhattan,Murray Hill / Kips Bay,0.024675668687158574
9889,2255613.0,R4,manhattan,Murray Hill / Kips Bay,-0.03751811920675788
9890,2120362.0,R4,manhattan,Murray Hill / Kips Bay,-0.043856370373503976
9891,3587183.0,R4,manhattan,Murray Hill / Kips Bay,0.024883083786965736
9892,2316949.0,R4,manhattan,Murray Hill / Kips Bay,-0.03464373769709407
9893,2150362.0,R4,manhattan,Murray Hill / Kips Bay,-0.0424504840214446
9894,4017483.0,R4,manhattan,Murray Hill / Kips Bay,0.04504818036333744
9895,4017526.0,R4,manhattan,Murray Hill / Kips Bay,0.04505019546710872
9896,4243222.0,R4,manhattan,Murray Hill / Kips Bay,0.05562695967092185
9897,3355000.0,R4,manhattan,Murray Hill / Kips Bay,0.01400232009095897
9898,4150000.0,R4,manhattan,Murray Hill / Kips Bay,0.051258308420532535
9899,4267483.0,R4,manhattan,Murray Hill / Kips Bay,0.05676389996383227
9900,4250000.0,R4,manhattan,Murray Hill / Kips Bay,0.055944596260730464
9901,4559635.0,R4,manhattan,Murray Hill / Kips Bay,0.07045498361472734
9902,4300000.0,R4,manhattan,Murray Hill / Kips Bay,0.05828774018082943
9903,7677771.0,R4,manhattan,Murray Hill / Kips Bay,0.21657981182356154
9904,4819486.0,R4,manhattan,Murray Hill / Kips Bay,0.08263234943036006
9905,17250000.0,R4,manhattan,Murray Hill / Kips Bay,0.6651620154864617
9906,1325000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08112932306505906
9908,995000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09659407293771223
9909,1847500.0,R4,manhattan,Murray Hill / Kips Bay,-0.056643469100024865
9910,1735583.0,R4,manhattan,Murray Hill / Kips Bay,-0.06188822186213918
9911,1405000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0773802927929007
9912,1500000.0,R4,manhattan,Murray Hill / Kips Bay,-0.07292831934471268
9914,1205000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08675286847329658
9915,990000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09682838732972213
9918,1930000.0,R4,manhattan,Murray Hill / Kips Bay,-0.052777281631861565
9919,1503332.0,R4,manhattan,Murray Hill / Kips Bay,-0.07277217223387729
9920,894890.0,R4,manhattan,Murray Hill / Kips Bay,-0.10128551569453438
9921,2140000.0,R4,manhattan,Murray Hill / Kips Bay,-0.04293607716744591
9923,2600000.0,R4,manhattan,Murray Hill / Kips Bay,-0.02137915310253542
9924,2752941.0,R4,manhattan,Murray Hill / Kips Bay,-0.0142118976168583
9925,1030000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09495387219364296
9926,999000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09640662142410432
9927,1075000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09284504266555389
9928,1400000.0,R4,manhattan,Murray Hill / Kips Bay,-0.07761460718491062
9929,2075000.0,R4,manhattan,Murray Hill / Kips Bay,-0.045982164263574564
9932,860000.0,R4,manhattan,Murray Hill / Kips Bay,-0.10292056152197944
9933,580000.0,R4,manhattan,Murray Hill / Kips Bay,-0.11604216747453365
9934,768880.0,R4,manhattan,Murray Hill / Kips Bay,-0.1071907070019678
9935,599000.0,R4,manhattan,Murray Hill / Kips Bay,-0.11515177278489605
9936,1025000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09518818658565285
9938,1000.0,R4,manhattan,Murray Hill / Kips Bay,-0.14317577406927967
9939,1905000.0,R4,manhattan,Murray Hill / Kips Bay,-0.05394885359191105
9942,980000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09729701611374193
9943,695000.0,R4,manhattan,Murray Hill / Kips Bay,-0.11065293645830604
9945,1550000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0705851754246137
9946,1950000.0,R4,manhattan,Murray Hill / Kips Bay,-0.05184002406382198
9948,590000.0,R4,manhattan,Murray Hill / Kips Bay,-0.11557353869051386
9950,640000.0,R4,manhattan,Murray Hill / Kips Bay,-0.1132303947704149
9951,295000.0,R4,manhattan,Murray Hill / Kips Bay,-0.12939808781909776
9954,820000.0,R4,manhattan,Murray Hill / Kips Bay,-0.10479507665805862
9955,670000.0,R4,manhattan,Murray Hill / Kips Bay,-0.11182450841835552
9956,10.0,R4,manhattan,Murray Hill / Kips Bay,-0.14322216831889764
9957,960000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09823427368178152
9958,945000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0989372168578112
9960,980000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09729701611374193
9961,990000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09682838732972213
9963,1400000.0,R4,manhattan,Murray Hill / Kips Bay,-0.07761460718491062
9964,595000.0,R4,manhattan,Murray Hill / Kips Bay,-0.11533922429850396
9965,1150000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08933032678540544
9966,1025000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09518818658565285
9967,10.0,R4,manhattan,Murray Hill / Kips Bay,-0.14322216831889764
9969,1535000.0,R4,manhattan,Murray Hill / Kips Bay,-0.07128811860064341
9970,1105000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09143915631349452
9972,935000.0,R4,manhattan,Murray Hill / Kips Bay,-0.099405845641831
9973,1250000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08464403894520751
9974,1398000.0,R4,manhattan,Murray Hill / Kips Bay,-0.07770833294171457
9975,1500000.0,R4,manhattan,Murray Hill / Kips Bay,-0.07292831934471268
9977,935000.0,R4,manhattan,Murray Hill / Kips Bay,-0.099405845641831
9980,990000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09682838732972213
9981,1290100.0,R4,manhattan,Murray Hill / Kips Bay,-0.08276483752128813
9982,4250000.0,R4,manhattan,Murray Hill / Kips Bay,0.055944596260730464
9983,1325000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08112932306505906
9984,1320000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08136363745706895
9985,750000.0,R4,manhattan,Murray Hill / Kips Bay,-0.10807547814619717
9988,1360000.0,R4,manhattan,Murray Hill / Kips Bay,-0.07948912232098979
9990,868948.0,R4,manhattan,Murray Hill / Kips Bay,-0.10250123248603854
9992,1205000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08675286847329658
9994,320000.0,R4,manhattan,Murray Hill / Kips Bay,-0.1282265158590483
9996,615000.0,R4,manhattan,Murray Hill / Kips Bay,-0.11440196673046438
9997,640000.0,R4,manhattan,Murray Hill / Kips Bay,-0.1132303947704149
9998,485000.0,R4,manhattan,Murray Hill / Kips Bay,-0.12049414092272169
9999,800000.0,R4,manhattan,Murray Hill / Kips Bay,-0.1057323342260982
10001,1065000.0,R4,manhattan,Murray Hill / Kips Bay,-0.09331367144957368
10002,695000.0,R4,manhattan,Murray Hill / Kips Bay,-0.11065293645830604
10005,1385000.0,R4,manhattan,Murray Hill / Kips Bay,-0.0783175503609403
10006,10.0,R4,manhattan,Murray Hill / Kips Bay,-0.14322216831889764
10007,10.0,R4,manhattan,Murray Hill / Kips Bay,-0.14322216831889764
10008,495000.0,R4,manhattan,Murray Hill / Kips Bay,-0.1200255121387019
10009,515000.0,R4,manhattan,Murray Hill / Kips Bay,-0.11908825457066231
10010,600000.0,R4,manhattan,Murray Hill / Kips Bay,-0.11510490990649407
10011,1260000.0,R4,manhattan,Murray Hill / Kips Bay,-0.08417541016118772
10012,1560708.0,R4,manhattan,Murray Hill / Kips Bay,-0.07008336772268532
